RPM,MAP,VE New Rear,VE New Front,,,,,,,,,,,,,,,,
2882,39.82,89.5,86.5,,,,,,,,,,,,,,,,
2879,39.82,85,86.5,,,,,,,,,,,,,,,,
2891,39.45,84,85,,,,,,,,,,,,,,,,
2897,39.82,84,85,,,,,,,,,,,,,,,,
2898,39.82,84.5,86,,,,,,,,,,,,,,,,
2898,39.45,84,85,,,,,,,,,,,,,,,,
2913,39.82,83,85,,,,,,,,,,,,,,,,
2911,39.45,83.5,85,,,,,,,,,,,,,,,,
2915,39.82,83,84.5,,,,,,,,,,,,,,,,
2922,39.82,82.5,85,,,,,,,,,,,,,,,,
2924,39.82,84,85,,,,,,,,,,,,,,,,
2935,39.82,84,86,,,,,,,,,,,,,,,,
2939,39.45,83,86,,,,,,,,,,,,,,,,
2941,39.82,84,85,,,,,,,,,,,,,,,,
2940,39.45,84,86,,,,,,,,,,,,,,,,
2951,39.45,83.5,85,,,,,,,,,,,,,,,,
2952,39.82,84,85,,,,,,,,,,,,,,,,
2958,39.45,83.5,86.5,,,,,,,,,,,,,,,,
2959,39.82,84,85.5,,,,,,,,,,,,,,,,
2968,39.45,84,84,,,,,,,,,,,,,,,,
2971,39.45,83.5,84,,,,,,,,,,,,,,,,
2965,39.82,83.5,85,,,,,,,,,,,,,,,,
2980,39.45,83,85.5,,,,,,,,,,,,,,,,
2977,39.45,83,86,,,,,,,,,,,,,,,,
2991,39.45,83,85.5,,,,,,,,,,,,,,,,
2986,39.45,83,85.5,,,,,,,,,,,,,,,,
2993,39.45,83,85,,,,,,,,,,,,,,,,
2998,39.08,82.5,85,,,,,,,,,,,,,,,,
3002,39.45,83,85.5,,,,,,,,,,,,,,,,
3006,39.45,83,85,,,,,,,,,,,,,,,,
2995,39.45,83,86,,,,,,,,,,,,,,,,
3019,39.08,82,85,,,,,,,,,,,,,,,,
3013,39.45,83,85,,,,,,,,,,,,,,,,
3022,39.82,83,85,,,,,,,,,,,,,,,,
3018,40.19,83,85,,,,,,,,,,,,,,,,
3035,40.19,83,86,,,,,,,,,,,,,,,,
3031,39.82,82.5,86,,,,,,,,,,,,,,,,
3033,40.19,82,85,,,,,,,,,,,,,,,,
3040,39.82,82,85,,,,,,,,,,,,,,,,
3051,40.93,82,85,,,,,,,,,,,,,,,,
3059,43.14,83.5,84.5,,,,,,,,,,,,,,,,
3063,44.25,83.5,86.5,,,,,,,,,,,,,,,,
3071,43.88,83.5,86,,,,,,,,,,,,,,,,
3076,44.25,83,86,,,,,,,,,,,,,,,,
3089,43.88,83.5,85.5,,,,,,,,,,,,,,,,
3102,44.62,82.5,86,,,,,,,,,,,,,,,,
3113,46.83,84,86,,,,,,,,,,,,,,,,
3120,47.57,85,88.5,,,,,,,,,,,,,,,,
3136,47.57,83,86.5,,,,,,,,,,,,,,,,
3139,47.2,82.5,87.5,,,,,,,,,,,,,,,,
3160,47.2,83,87,,,,,,,,,,,,,,,,
3169,49.04,83,87.5,,,,,,,,,,,,,,,,
3180,49.41,83.5,88,,,,,,,,,,,,,,,,
3186,49.04,83.5,89.5,,,,,,,,,,,,,,,,
3206,49.04,83,89,,,,,,,,,,,,,,,,
3217,49.04,82.5,88.5,,,,,,,,,,,,,,,,
3235,49.04,82.5,89,,,,,,,,,,,,,,,,
3254,51.63,81.5,89,,,,,,,,,,,,,,,,
3264,52.73,84,90,,,,,,,,,,,,,,,,
3283,53.1,83,90,,,,,,,,,,,,,,,,
3301,54.21,81.5,90,,,,,,,,,,,,,,,,
3316,56.79,82,90.5,,,,,,,,,,,,,,,,
3334,57.53,82,91,,,,,,,,,,,,,,,,
3358,57.9,82.5,91.5,,,,,,,,,,,,,,,,
3379,60.11,81.5,89.5,,,,,,,,,,,,,,,,
3396,61.59,86,91,,,,,,,,,,,,,,,,
3425,63.8,87.5,91.5,,,,,,,,,,,,,,,,
3440,66.02,88.5,94,,,,,,,,,,,,,,,,
3471,69.71,89,97.5,,,,,,,,,,,,,,,,
3491,69.71,91,98,,,,,,,,,,,,,,,,
3521,71.18,77.5,97.5,,,,,,,,,,,,,,,,
3544,72.66,77,98.5,,,,,,,,,,,,,,,,
3571,74.51,77,99.5,,,,,,,,,,,,,,,,
3573,24.69,81.5,107.5,,,,,,,,,,,,,,,,
3384,26.54,78,89,,,,,,,,,,,,,,,,
3318,20.63,84.5,88.5,,,,,,,,,,,,,,,,
3189,18.42,79.5,78.5,,,,,,,,,,,,,,,,
2979,18.05,78.5,78.5,,,,,,,,,,,,,,,,
2896,17.31,77.5,78.5,,,,,,,,,,,,,,,,
2773,17.68,88.5,78.5,,,,,,,,,,,,,,,,
2861,19.52,75,77.5,,,,,,,,,,,,,,,,
2817,24.69,72.5,78,,,,,,,,,,,,,,,,
2826,27.27,71.5,86,,,,,,,,,,,,,,,,
2897,30.6,74,100,,,,,,,,,,,,,,,,
2839,30.96,72,80.5,,,,,,,,,,,,,,,,
2807,32.07,75.5,81.5,,,,,,,,,,,,,,,,
2851,35.39,78.5,82,,,,,,,,,,,,,,,,
2824,37.24,82,82.5,,,,,,,,,,,,,,,,
2827,37.24,83,83.5,,,,,,,,,,,,,,,,
2831,37.24,81,84.5,,,,,,,,,,,,,,,,
2829,37.97,81.5,83.5,,,,,,,,,,,,,,,,
2834,37.97,82,85.5,,,,,,,,,,,,,,,,
2829,37.97,82.5,85.5,,,,,,,,,,,,,,,,
2839,37.97,83,85,,,,,,,,,,,,,,,,
2839,39.08,84,85,,,,,,,,,,,,,,,,
2842,39.82,84.5,85.5,,,,,,,,,,,,,,,,
2850,41.67,85.5,86,,,,,,,,,,,,,,,,
2844,42.4,85,86,,,,,,,,,,,,,,,,
2854,42.03,85,85,,,,,,,,,,,,,,,,
2853,42.03,84.5,85,,,,,,,,,,,,,,,,
2860,42.03,85.5,85,,,,,,,,,,,,,,,,
2866,42.4,85.5,86.5,,,,,,,,,,,,,,,,
2868,42.03,85.5,86.5,,,,,,,,,,,,,,,,
2871,42.03,85,86,,,,,,,,,,,,,,,,
2878,42.03,85.5,85.5,,,,,,,,,,,,,,,,
2883,41.67,85.5,85,,,,,,,,,,,,,,,,
2885,41.67,85,86,,,,,,,,,,,,,,,,
2890,41.67,84.5,85,,,,,,,,,,,,,,,,
2891,41.67,85,85,,,,,,,,,,,,,,,,
2899,41.67,85,84.5,,,,,,,,,,,,,,,,
2900,41.3,85,86.5,,,,,,,,,,,,,,,,
2908,41.67,85,84.5,,,,,,,,,,,,,,,,
2904,41.67,85,85,,,,,,,,,,,,,,,,
2919,41.67,84,86,,,,,,,,,,,,,,,,
2914,41.3,84.5,86,,,,,,,,,,,,,,,,
2924,41.3,84.5,86,,,,,,,,,,,,,,,,
2931,42.77,85,85,,,,,,,,,,,,,,,,
2929,42.77,87,85.5,,,,,,,,,,,,,,,,
2938,42.77,86,87.5,,,,,,,,,,,,,,,,
2935,42.4,86,86,,,,,,,,,,,,,,,,
2951,42.77,86.5,86.5,,,,,,,,,,,,,,,,
2948,42.77,86,85.5,,,,,,,,,,,,,,,,
2953,42.03,85,86,,,,,,,,,,,,,,,,
2960,42.4,84.5,86.5,,,,,,,,,,,,,,,,
2964,42.4,85,86.5,,,,,,,,,,,,,,,,
2965,42.77,85,85.5,,,,,,,,,,,,,,,,
2976,42.4,84,85,,,,,,,,,,,,,,,,
2983,42.4,84.5,85.5,,,,,,,,,,,,,,,,
2988,42.4,84,85,,,,,,,,,,,,,,,,
2988,42.03,86,87,,,,,,,,,,,,,,,,
2991,42.4,84,86.5,,,,,,,,,,,,,,,,
2992,42.4,84,86.5,,,,,,,,,,,,,,,,
3006,42.4,84.5,86.5,,,,,,,,,,,,,,,,
3001,42.03,84.5,86.5,,,,,,,,,,,,,,,,
3019,41.67,83.5,87.5,,,,,,,,,,,,,,,,
3013,42.03,83.5,85.5,,,,,,,,,,,,,,,,
3020,42.03,84,85,,,,,,,,,,,,,,,,
3023,42.03,83.5,85.5,,,,,,,,,,,,,,,,
3031,42.03,83,85.5,,,,,,,,,,,,,,,,
3029,41.67,83,87,,,,,,,,,,,,,,,,
3041,42.03,84,85.5,,,,,,,,,,,,,,,,
3044,42.03,83.5,85.5,,,,,,,,,,,,,,,,
3048,41.67,83.5,85.5,,,,,,,,,,,,,,,,
3052,41.67,82.5,85,,,,,,,,,,,,,,,,
3059,41.67,82.5,85.5,,,,,,,,,,,,,,,,
3060,41.3,83,86,,,,,,,,,,,,,,,,
3059,41.67,83,86,,,,,,,,,,,,,,,,
3076,41.3,82.5,85.5,,,,,,,,,,,,,,,,
3071,40.56,82.5,87,,,,,,,,,,,,,,,,
3081,39.08,81.5,85.5,,,,,,,,,,,,,,,,
3069,34.65,76,83.5,,,,,,,,,,,,,,,,
3059,29.12,71,78,,,,,,,,,,,,,,,,
3027,24.69,65.5,73.5,,,,,,,,,,,,,,,,
2994,23.95,71,75.5,,,,,,,,,,,,,,,,
3088,23.22,73,75.5,,,,,,,,,,,,,,,,
3029,22.48,69.5,74,,,,,,,,,,,,,,,,
3047,22.85,68,74,,,,,,,,,,,,,,,,
3033,22.85,66,72,,,,,,,,,,,,,,,,
3039,22.85,68.5,72,,,,,,,,,,,,,,,,
3022,22.48,68.5,76,,,,,,,,,,,,,,,,
3005,22.48,67,76,,,,,,,,,,,,,,,,
3005,22.48,68,74,,,,,,,,,,,,,,,,
3019,22.48,68.5,74,,,,,,,,,,,,,,,,
3007,22.48,67,72.5,,,,,,,,,,,,,,,,
3000,22.85,64.5,70.5,,,,,,,,,,,,,,,,
3020,22.48,67,71.5,,,,,,,,,,,,,,,,
2994,22.85,66,72.5,,,,,,,,,,,,,,,,
2979,22.48,66.5,72,,,,,,,,,,,,,,,,
3009,22.48,68,73.5,,,,,,,,,,,,,,,,
2967,22.48,67.5,73,,,,,,,,,,,,,,,,
2976,22.85,70.5,72.5,,,,,,,,,,,,,,,,
2986,22.85,66.5,75.5,,,,,,,,,,,,,,,,
2965,22.85,66.5,75.5,,,,,,,,,,,,,,,,
2955,22.85,66,72.5,,,,,,,,,,,,,,,,
2961,22.85,66,72,,,,,,,,,,,,,,,,
2957,22.85,66,71,,,,,,,,,,,,,,,,
2958,22.85,66.5,71.5,,,,,,,,,,,,,,,,
2948,22.85,65.5,72,,,,,,,,,,,,,,,,
2933,22.85,67,74,,,,,,,,,,,,,,,,
2953,22.85,70,73.5,,,,,,,,,,,,,,,,
2910,23.22,68,73,,,,,,,,,,,,,,,,
2929,22.85,66,72,,,,,,,,,,,,,,,,
2906,23.22,67,72.5,,,,,,,,,,,,,,,,
2923,23.22,65.5,72,,,,,,,,,,,,,,,,
2897,23.22,67,72.5,,,,,,,,,,,,,,,,
2899,22.85,67.5,72,,,,,,,,,,,,,,,,
2889,23.22,67,75.5,,,,,,,,,,,,,,,,
2875,23.22,74,81.5,,,,,,,,,,,,,,,,
2888,23.58,72.5,82.5,,,,,,,,,,,,,,,,
2891,25.8,68,81,,,,,,,,,,,,,,,,
2881,27.27,69.5,80,,,,,,,,,,,,,,,,
2898,27.27,71.5,78,,,,,,,,,,,,,,,,
2896,27.64,72.5,77,,,,,,,,,,,,,,,,
2896,27.27,74,78,,,,,,,,,,,,,,,,
2849,27.64,73.5,78,,,,,,,,,,,,,,,,
2856,27.64,75,77.5,,,,,,,,,,,,,,,,
2864,27.64,74,78.5,,,,,,,,,,,,,,,,
2859,27.64,73.5,78.5,,,,,,,,,,,,,,,,
2856,27.27,73,77.5,,,,,,,,,,,,,,,,
2851,27.27,75,77,,,,,,,,,,,,,,,,
2820,27.64,74,78.5,,,,,,,,,,,,,,,,
2837,27.64,73.5,78.5,,,,,,,,,,,,,,,,
2850,27.64,73,77.5,,,,,,,,,,,,,,,,
2864,27.27,73,77,,,,,,,,,,,,,,,,
2853,27.27,73,77,,,,,,,,,,,,,,,,
2815,27.64,73,78,,,,,,,,,,,,,,,,
2796,28.01,74.5,78,,,,,,,,,,,,,,,,
2810,27.64,75.5,78,,,,,,,,,,,,,,,,
2823,27.64,74,78,,,,,,,,,,,,,,,,
2833,27.64,73.5,78.5,,,,,,,,,,,,,,,,
2841,28.01,75,78,,,,,,,,,,,,,,,,
2861,32.81,78,81,,,,,,,,,,,,,,,,
2797,35.39,82.5,81.5,,,,,,,,,,,,,,,,
2819,35.39,80,83.5,,,,,,,,,,,,,,,,
2824,35.02,80.5,82.5,,,,,,,,,,,,,,,,
2817,35.76,81,83.5,,,,,,,,,,,,,,,,
2832,35.39,82,84,,,,,,,,,,,,,,,,
2815,35.39,81,83,,,,,,,,,,,,,,,,
2822,35.39,81,83.5,,,,,,,,,,,,,,,,
2827,35.02,81,83.5,,,,,,,,,,,,,,,,
2808,35.39,81,83.5,,,,,,,,,,,,,,,,
2843,35.39,82,84.5,,,,,,,,,,,,,,,,
2823,35.39,81.5,83.5,,,,,,,,,,,,,,,,
2829,35.02,82,83.5,,,,,,,,,,,,,,,,
2839,35.39,81,83.5,,,,,,,,,,,,,,,,
2825,35.02,81,82,,,,,,,,,,,,,,,,
2840,35.39,81,83.5,,,,,,,,,,,,,,,,
2830,35.39,81,84,,,,,,,,,,,,,,,,
2835,35.39,80,83.5,,,,,,,,,,,,,,,,
2829,35.39,81,84,,,,,,,,,,,,,,,,
2830,35.02,81,84,,,,,,,,,,,,,,,,
2830,35.02,81,84,,,,,,,,,,,,,,,,
2833,35.39,81,82.5,,,,,,,,,,,,,,,,
2836,35.02,81,83.5,,,,,,,,,,,,,,,,
2833,35.39,81.5,83.5,,,,,,,,,,,,,,,,
2831,35.39,81,83.5,,,,,,,,,,,,,,,,
2836,35.02,81,83.5,,,,,,,,,,,,,,,,
2828,35.39,81,82.5,,,,,,,,,,,,,,,,
2833,35.39,81,82.5,,,,,,,,,,,,,,,,
2828,35.39,81,83.5,,,,,,,,,,,,,,,,
2829,35.39,81,85,,,,,,,,,,,,,,,,
2828,35.39,81,83.5,,,,,,,,,,,,,,,,
2831,35.02,81,83.5,,,,,,,,,,,,,,,,
2821,35.39,81,83.5,,,,,,,,,,,,,,,,
2824,35.39,81.5,83.5,,,,,,,,,,,,,,,,
2837,35.02,81.5,82.5,,,,,,,,,,,,,,,,
2817,35.76,81.5,83.5,,,,,,,,,,,,,,,,
2841,35.39,81,83.5,,,,,,,,,,,,,,,,
2815,35.76,80.5,82.5,,,,,,,,,,,,,,,,
2826,35.39,81,83,,,,,,,,,,,,,,,,
2815,35.39,81,84,,,,,,,,,,,,,,,,
2812,35.39,81,83.5,,,,,,,,,,,,,,,,
2819,35.02,81,84.5,,,,,,,,,,,,,,,,
2810,35.76,81.5,83,,,,,,,,,,,,,,,,
2816,35.39,81,83,,,,,,,,,,,,,,,,
2807,35.39,80,81.5,,,,,,,,,,,,,,,,
2809,35.39,81,83,,,,,,,,,,,,,,,,
2804,35.39,81,83.5,,,,,,,,,,,,,,,,
2810,35.02,80.5,83.5,,,,,,,,,,,,,,,,
2796,35.39,81,83.5,,,,,,,,,,,,,,,,
2807,35.39,81.5,83.5,,,,,,,,,,,,,,,,
2795,35.76,81,83.5,,,,,,,,,,,,,,,,
2804,35.76,81,83.5,,,,,,,,,,,,,,,,
2803,35.02,79.5,83.5,,,,,,,,,,,,,,,,
2788,35.76,81.5,83,,,,,,,,,,,,,,,,
2799,35.39,81,83,,,,,,,,,,,,,,,,
2792,35.76,80.5,83.5,,,,,,,,,,,,,,,,
2792,35.76,80.5,84.5,,,,,,,,,,,,,,,,
2796,35.76,80,83.5,,,,,,,,,,,,,,,,
2788,35.76,80.5,83,,,,,,,,,,,,,,,,
2788,35.76,81,83,,,,,,,,,,,,,,,,
2786,36.13,80.5,83,,,,,,,,,,,,,,,,
2781,35.76,80,83.5,,,,,,,,,,,,,,,,
2780,35.76,80.5,83.5,,,,,,,,,,,,,,,,
2785,35.76,80.5,83,,,,,,,,,,,,,,,,
2786,35.76,80.5,83,,,,,,,,,,,,,,,,
2769,36.13,80.5,82.5,,,,,,,,,,,,,,,,
2785,36.13,81,82.5,,,,,,,,,,,,,,,,
2770,37.24,82.5,84,,,,,,,,,,,,,,,,
2779,37.24,82.5,83.5,,,,,,,,,,,,,,,,
2775,36.5,81,83,,,,,,,,,,,,,,,,
2763,38.34,82.5,83.5,,,,,,,,,,,,,,,,
2779,36.87,83,85,,,,,,,,,,,,,,,,
2768,36.5,81,84,,,,,,,,,,,,,,,,
2768,36.13,78.5,82,,,,,,,,,,,,,,,,
2756,36.5,80.5,82,,,,,,,,,,,,,,,,
2768,36.5,82,83.5,,,,,,,,,,,,,,,,
2756,36.13,81,85,,,,,,,,,,,,,,,,
2759,36.13,80.5,85,,,,,,,,,,,,,,,,
2763,36.5,82,83.5,,,,,,,,,,,,,,,,
2757,36.13,82,83.5,,,,,,,,,,,,,,,,
2764,36.5,81.5,84,,,,,,,,,,,,,,,,
2745,36.87,81,83.5,,,,,,,,,,,,,,,,
2760,36.5,81.5,84,,,,,,,,,,,,,,,,
2744,36.5,80.5,84,,,,,,,,,,,,,,,,
2751,36.5,81.5,84,,,,,,,,,,,,,,,,
2759,36.5,81,83,,,,,,,,,,,,,,,,
2742,36.5,80.5,83.5,,,,,,,,,,,,,,,,
2750,36.13,80,84,,,,,,,,,,,,,,,,
2730,26.54,80,75.5,,,,,,,,,,,,,,,,
2671,21,69.5,70,,,,,,,,,,,,,,,,
2656,20.63,72.5,73.5,,,,,,,,,,,,,,,,
2701,18.05,80.5,78.5,,,,,,,,,,,,,,,,
2697,17.68,75,87.5,,,,,,,,,,,,,,,,
2667,17.68,75,93.5,,,,,,,,,,,,,,,,
2660,17.68,75.5,78.5,,,,,,,,,,,,,,,,
2644,16.94,76,78.5,,,,,,,,,,,,,,,,
2631,16.94,76.5,79,,,,,,,,,,,,,,,,
2616,16.94,76.5,79,,,,,,,,,,,,,,,,
2603,16.94,77,79,,,,,,,,,,,,,,,,
2590,16.94,76,79,,,,,,,,,,,,,,,,
2575,17.31,76,78.5,,,,,,,,,,,,,,,,
2563,17.31,76,78.5,,,,,,,,,,,,,,,,
2547,17.31,76,79,,,,,,,,,,,,,,,,
2540,17.31,76,79,,,,,,,,,,,,,,,,
2523,17.31,76,79,,,,,,,,,,,,,,,,
2516,17.31,76,79,,,,,,,,,,,,,,,,
2502,17.31,76,79,,,,,,,,,,,,,,,,
2484,17.68,75.5,79,,,,,,,,,,,,,,,,
2480,18.05,75,78.5,,,,,,,,,,,,,,,,
2468,21.74,69,77.5,,,,,,,,,,,,,,,,
2543,25.8,68.5,83,,,,,,,,,,,,,,,,
2507,31.33,71.5,89,,,,,,,,,,,,,,,,
2459,33.18,75,92.5,,,,,,,,,,,,,,,,
2461,33.55,85,95.5,,,,,,,,,,,,,,,,
2460,34.28,80.5,88.5,,,,,,,,,,,,,,,,
2456,34.28,80.5,88,,,,,,,,,,,,,,,,
2460,35.02,84,86,,,,,,,,,,,,,,,,
2454,35.02,81.5,86,,,,,,,,,,,,,,,,
2453,35.02,83,86.5,,,,,,,,,,,,,,,,
2456,37.61,83,87.5,,,,,,,,,,,,,,,,
2459,38.71,84,88.5,,,,,,,,,,,,,,,,
2456,38.71,81.5,89,,,,,,,,,,,,,,,,
2452,31.33,74.5,82.5,,,,,,,,,,,,,,,,
2385,19.89,71.5,70.5,,,,,,,,,,,,,,,,
2337,19.52,67.5,74.5,,,,,,,,,,,,,,,,
2460,18.79,78,80,,,,,,,,,,,,,,,,
2361,19.52,81,86,,,,,,,,,,,,,,,,
2264,19.52,80.5,77.5,,,,,,,,,,,,,,,,
2188,20.26,75,76.5,,,,,,,,,,,,,,,,
2122,20.63,77,76,,,,,,,,,,,,,,,,
2015,21.37,75,75,,,,,,,,,,,,,,,,
1977,22.11,76,74,,,,,,,,,,,,,,,,
1918,22.85,70.5,73.5,,,,,,,,,,,,,,,,
1885,22.85,66.5,73,,,,,,,,,,,,,,,,
1846,23.95,66,83,,,,,,,,,,,,,,,,
1883,22.48,66,83,,,,,,,,,,,,,,,,
1914,23.22,64,79.5,,,,,,,,,,,,,,,,
1911,22.85,67.5,84,,,,,,,,,,,,,,,,
2010,21.37,66.5,86.5,,,,,,,,,,,,,,,,
2027,21.74,71,83.5,,,,,,,,,,,,,,,,
2097,20.63,68.5,87,,,,,,,,,,,,,,,,
2118,20.63,69,81.5,,,,,,,,,,,,,,,,
2161,19.89,76,93,,,,,,,,,,,,,,,,
2213,20.26,76.5,88,,,,,,,,,,,,,,,,
2224,21.37,73.5,89,,,,,,,,,,,,,,,,
2320,21.74,74.5,93,,,,,,,,,,,,,,,,
2348,21.74,70.5,86,,,,,,,,,,,,,,,,
2387,21.37,70.5,85.5,,,,,,,,,,,,,,,,
2442,21.37,73,82.5,,,,,,,,,,,,,,,,
2511,21.37,76.5,84.5,,,,,,,,,,,,,,,,
2572,21.37,75,83,,,,,,,,,,,,,,,,
2615,20.63,74.5,84,,,,,,,,,,,,,,,,
2624,20.63,74,85,,,,,,,,,,,,,,,,
2625,20.63,73.5,86.5,,,,,,,,,,,,,,,,
2591,21,73.5,82,,,,,,,,,,,,,,,,
2598,21.37,72,82,,,,,,,,,,,,,,,,
2572,21.37,72.5,83,,,,,,,,,,,,,,,,
2566,21,74.5,84,,,,,,,,,,,,,,,,
2561,21.74,75.5,85,,,,,,,,,,,,,,,,
2575,21.37,75.5,85.5,,,,,,,,,,,,,,,,
2519,21.37,73,85.5,,,,,,,,,,,,,,,,
2522,21.37,72.5,86,,,,,,,,,,,,,,,,
2536,21.37,72.5,84,,,,,,,,,,,,,,,,
2494,21.37,71,81.5,,,,,,,,,,,,,,,,
2515,21.74,71,82.5,,,,,,,,,,,,,,,,
2449,21.74,72,83,,,,,,,,,,,,,,,,
2484,22.11,71,84.5,,,,,,,,,,,,,,,,
2456,22.48,72.5,84.5,,,,,,,,,,,,,,,,
2450,22.85,70.5,83.5,,,,,,,,,,,,,,,,
2428,22.48,72,83,,,,,,,,,,,,,,,,
2444,23.22,71.5,84,,,,,,,,,,,,,,,,
2415,23.95,73,82,,,,,,,,,,,,,,,,
2393,24.69,68.5,80,,,,,,,,,,,,,,,,
2402,25.43,68.5,79,,,,,,,,,,,,,,,,
2413,25.8,66.5,79,,,,,,,,,,,,,,,,
2392,25.8,71.5,79,,,,,,,,,,,,,,,,
2388,26.9,69.5,80,,,,,,,,,,,,,,,,
2412,28.75,72.5,81.5,,,,,,,,,,,,,,,,
2413,29.86,79,84,,,,,,,,,,,,,,,,
2369,30.23,74.5,82.5,,,,,,,,,,,,,,,,
2368,30.96,74.5,81.5,,,,,,,,,,,,,,,,
2360,31.33,76,82,,,,,,,,,,,,,,,,
2355,31.7,75.5,81.5,,,,,,,,,,,,,,,,
2357,32.81,78,82.5,,,,,,,,,,,,,,,,
2353,34.28,78,83,,,,,,,,,,,,,,,,
2374,35.76,80,83,,,,,,,,,,,,,,,,
2350,36.5,79.5,83.5,,,,,,,,,,,,,,,,
2364,36.87,80,85.5,,,,,,,,,,,,,,,,
2353,37.61,80.5,86.5,,,,,,,,,,,,,,,,
2374,37.61,80,86.5,,,,,,,,,,,,,,,,
2363,37.61,80,86.5,,,,,,,,,,,,,,,,
2370,39.45,80,87.5,,,,,,,,,,,,,,,,
2383,40.93,83.5,88,,,,,,,,,,,,,,,,
2362,42.03,83,91,,,,,,,,,,,,,,,,
2395,41.67,82.5,90.5,,,,,,,,,,,,,,,,
2372,42.03,81.5,89,,,,,,,,,,,,,,,,
2399,41.3,82.5,88,,,,,,,,,,,,,,,,
2390,41.3,81.5,88,,,,,,,,,,,,,,,,
2408,41.3,82,87,,,,,,,,,,,,,,,,
2399,40.93,83,88.5,,,,,,,,,,,,,,,,
2416,41.3,83.5,88,,,,,,,,,,,,,,,,
2406,41.3,83,88,,,,,,,,,,,,,,,,
2428,40.93,83.5,88,,,,,,,,,,,,,,,,
2405,41.3,83,88,,,,,,,,,,,,,,,,
2425,41.3,83,88,,,,,,,,,,,,,,,,
2433,41.3,83.5,87.5,,,,,,,,,,,,,,,,
2431,41.3,83.5,87.5,,,,,,,,,,,,,,,,
2440,40.56,82.5,87.5,,,,,,,,,,,,,,,,
2440,40.93,83,87,,,,,,,,,,,,,,,,
2453,40.56,83,87.5,,,,,,,,,,,,,,,,
2437,40.93,83,87,,,,,,,,,,,,,,,,
2452,40.93,83,87.5,,,,,,,,,,,,,,,,
2457,40.93,83,89,,,,,,,,,,,,,,,,
2457,40.93,83.5,88.5,,,,,,,,,,,,,,,,
2460,40.93,82.5,87,,,,,,,,,,,,,,,,
2467,40.56,83,86.5,,,,,,,,,,,,,,,,
2471,40.56,82.5,86,,,,,,,,,,,,,,,,
2466,41.3,83,87.5,,,,,,,,,,,,,,,,
2473,17.68,69,71,,,,,,,,,,,,,,,,
2349,20.63,64,69.5,,,,,,,,,,,,,,,,
2375,19.89,75.5,71,,,,,,,,,,,,,,,,
2405,19.16,72,78.5,,,,,,,,,,,,,,,,
2327,19.52,82.5,84,,,,,,,,,,,,,,,,
2222,19.52,73,87.5,,,,,,,,,,,,,,,,
2153,20.63,70.5,86.5,,,,,,,,,,,,,,,,
2092,20.63,70.5,80.5,,,,,,,,,,,,,,,,
2016,21.74,68.5,82.5,,,,,,,,,,,,,,,,
1939,22.11,62.5,76,,,,,,,,,,,,,,,,
1892,23.22,64,75.5,,,,,,,,,,,,,,,,
1846,23.22,61,73,,,,,,,,,,,,,,,,
1814,25.06,61.5,72,,,,,,,,,,,,,,,,
1916,23.22,63,73,,,,,,,,,,,,,,,,
2027,24.32,64.5,75.5,,,,,,,,,,,,,,,,
2230,25.06,62,78,,,,,,,,,,,,,,,,
2423,23.58,62.5,78,,,,,,,,,,,,,,,,
2635,22.48,70,73.5,,,,,,,,,,,,,,,,
2770,21.74,68.5,73.5,,,,,,,,,,,,,,,,
2888,21,72.5,76,,,,,,,,,,,,,,,,
2920,22.11,74.5,79,,,,,,,,,,,,,,,,
2874,23.95,68.5,84,,,,,,,,,,,,,,,,
2906,29.49,71,82.5,,,,,,,,,,,,,,,,
2964,30.96,70,79.5,,,,,,,,,,,,,,,,
3000,31.7,73.5,78.5,,,,,,,,,,,,,,,,
2884,40.93,83.5,84.5,,,,,,,,,,,,,,,,
2935,43.51,84,84.5,,,,,,,,,,,,,,,,
2936,44.62,84.5,85,,,,,,,,,,,,,,,,
2949,46.83,86,84.5,,,,,,,,,,,,,,,,
2980,49.41,86,85,,,,,,,,,,,,,,,,
3007,54.58,87,87,,,,,,,,,,,,,,,,
3036,57.9,85.5,86,,,,,,,,,,,,,,,,
3071,60.11,83.5,85.5,,,,,,,,,,,,,,,,
3108,62.7,83,85.5,,,,,,,,,,,,,,,,
3141,63.8,82.5,86,,,,,,,,,,,,,,,,
3190,63.8,82.5,88.5,,,,,,,,,,,,,,,,
3221,63.07,82.5,90,,,,,,,,,,,,,,,,
3272,66.02,83.5,89.5,,,,,,,,,,,,,,,,
3321,67.86,83.5,91,,,,,,,,,,,,,,,,
3345,68.97,83,92,,,,,,,,,,,,,,,,
3399,67.86,90,95,,,,,,,,,,,,,,,,
3443,67.13,92.5,95,,,,,,,,,,,,,,,,
3467,67.13,94,98,,,,,,,,,,,,,,,,
3523,69.71,77.5,99.5,,,,,,,,,,,,,,,,
3581,73.4,77,100,,,,,,,,,,,,,,,,
3604,75.98,76.5,97.5,,,,,,,,,,,,,,,,
3666,74.88,77,98.5,,,,,,,,,,,,,,,,
3725,74.51,77.5,99,,,,,,,,,,,,,,,,
3716,63.44,80,101.5,,,,,,,,,,,,,,,,
3561,24.69,79.5,97,,,,,,,,,,,,,,,,
3477,22.11,69.5,84.5,,,,,,,,,,,,,,,,
3362,18.79,91.5,100,,,,,,,,,,,,,,,,
3193,17.68,80,79,,,,,,,,,,,,,,,,
3064,17.31,79,79,,,,,,,,,,,,,,,,
