115490,61.5,61.5,0.897,0.938,62.0,64.5,13.50,1023,39.08,5,192,0.892,0.00,0.00,,,127.40,1008,44.00,18.5,18.5,3.99,3.41,0.00,0.72,0.00,269
115572,61.0,61.5,0.897,0.911,61.5,63.0,13.50,1009,39.82,5,192,0.892,0.00,0.00,,,127.40,1008,44.00,20.5,20.5,4.02,3.47,0.00,0.72,0.00,269
115650,61.5,61.5,0.884,0.877,60.5,60.5,13.50,1043,38.71,5,192,0.892,0.00,0.00,,,127.40,1008,44.00,19.5,19.5,4.03,3.36,0.00,0.72,1.95,269
115740,64.5,64.5,0.877,0.877,63.5,63.5,13.40,1030,52.00,11,192,0.892,0.00,0.00,,,127.40,1008,44.00,15.5,18.0,6.56,8.68,0.00,0.96,8.59,269
115822,71.0,72.5,0.863,0.890,68.5,72.5,13.50,1036,71.55,13,192,0.892,0.00,0.00,,,127.40,1008,44.00,10.0,12.0,10.98,10.86,0.00,1.05,9.77,269
115904,67.5,70.5,0.863,0.795,69.0,63.0,13.50,1089,70.45,13,192,0.892,0.00,0.00,,,127.40,1008,44.00,10.5,12.0,9.34,10.09,0.00,1.05,9.77,269
115982,67.0,64.5,0.808,0.699,60.5,50.5,13.50,1164,70.82,14,192,0.892,0.00,0.00,,,127.40,1008,44.00,11.5,13.0,8.56,8.10,0.00,1.09,9.77,269
116080,83.0,72.5,0.726,0.692,67.5,56.0,13.60,1346,66.76,14,192,0.892,0.00,0.00,,,127.40,1008,44.00,14.5,15.0,10.20,7.98,0.00,1.09,9.77,269
116154,86.5,74.0,0.719,0.719,69.5,59.5,13.60,1465,65.28,14,192,0.892,0.00,0.00,,,127.40,1008,44.00,15.5,17.5,10.45,7.56,0.00,1.09,9.77,269
116232,83.0,73.5,0.719,0.733,67.0,60.5,13.60,1643,62.33,15,192,0.892,0.00,0.00,,,127.40,1008,44.00,18.0,20.0,9.09,6.60,0.00,1.11,10.16,269
116322,89.5,79.0,0.740,0.774,70.5,68.0,13.60,1748,59.01,15,192,0.892,0.00,0.00,,,125.60,1008,44.00,20.0,20.0,9.58,6.76,0.00,1.11,10.16,269
116404,89.5,81.0,0.808,0.815,81.0,74.0,13.60,1791,58.27,15,192,0.892,0.00,0.00,,,125.60,1008,44.00,20.5,21.5,9.09,6.61,0.00,1.13,10.16,269
116482,89.5,81.5,0.836,0.856,84.0,77.5,13.70,1842,57.16,15,192,0.892,0.00,0.00,,,125.60,1008,44.00,22.5,22.5,8.79,6.39,1.86,1.13,10.16,269
116563,89.5,81.5,0.842,0.884,84.5,80.5,13.70,1883,55.69,15,192,0.892,0.00,0.00,,,125.60,1008,44.00,24.0,23.0,8.48,6.16,2.49,1.13,10.16,269
116641,89.5,82.0,0.870,0.904,86.0,83.0,13.70,1909,55.32,15,192,0.892,0.00,0.00,,,125.60,1008,44.00,24.5,23.5,8.39,6.10,3.73,1.13,10.16,269
116731,89.5,81.5,0.877,0.911,88.0,83.0,13.70,1877,56.06,15,192,0.892,0.00,0.00,,,123.80,1008,44.00,24.0,23.0,8.52,6.15,4.35,1.13,10.16,269
116813,89.0,81.0,0.884,0.925,88.0,84.0,13.70,1833,56.79,15,192,0.892,0.00,0.00,,,123.80,1008,44.00,23.0,22.5,8.46,6.28,4.97,1.13,10.16,269
116891,90.0,81.0,0.897,0.938,90.0,85.0,13.70,1802,57.90,15,192,0.892,0.00,0.00,,,123.80,1008,44.00,21.5,22.0,8.84,6.42,5.59,1.13,10.16,269
116973,90.0,81.0,0.911,0.938,92.0,85.5,13.70,1784,58.64,15,192,0.892,0.00,0.00,,,122.00,1008,44.00,21.5,21.5,8.98,6.54,6.21,1.13,10.16,269
117051,90.0,81.0,0.904,0.938,91.0,85.0,13.70,1775,58.64,15,192,0.892,0.00,0.00,,,122.00,1008,44.00,21.0,21.0,8.98,6.60,6.84,1.13,10.16,269
117133,90.0,81.5,0.890,0.925,90.0,84.5,13.70,1771,59.38,15,192,0.892,0.00,0.00,,,122.00,1008,44.00,20.5,21.0,9.05,6.71,7.46,1.13,10.94,269
117211,90.0,81.0,0.884,0.911,89.0,83.5,13.70,1777,60.85,15,192,0.892,0.00,0.00,,,122.00,1008,44.00,20.0,21.0,9.39,7.06,8.08,1.15,10.94,269
117292,89.5,80.0,0.884,0.925,88.0,83.0,13.70,1783,61.59,16,192,0.892,0.00,0.00,,,122.00,1008,44.00,20.0,21.0,9.45,7.40,8.70,1.17,10.94,269
117383,89.5,80.5,0.884,0.932,88.5,84.0,13.70,1796,61.22,16,192,0.892,0.00,0.00,,,120.20,1008,44.00,20.5,21.0,9.37,7.14,9.32,1.17,10.94,269
117461,89.5,81.0,0.877,0.938,88.0,85.0,13.70,1801,61.22,16,194,0.892,0.00,0.00,,,120.20,1008,44.00,20.5,21.5,9.33,7.19,9.94,1.17,10.94,269
117551,90.0,81.5,0.877,0.911,88.5,83.0,13.70,1818,60.85,16,192,0.892,0.00,0.00,,,120.20,1008,44.00,21.0,21.5,9.32,7.10,10.56,1.17,10.94,269
117632,91.0,83.0,0.877,0.904,89.5,84.0,13.70,1846,60.48,16,192,0.892,0.00,0.00,,,118.40,1008,44.00,21.5,22.0,9.42,7.07,11.18,1.17,10.94,269
117723,91.0,83.5,0.877,0.904,89.5,84.0,13.70,1868,59.38,16,192,0.892,0.00,0.00,,,118.40,1008,44.00,22.5,22.5,9.19,7.01,11.81,1.17,10.94,269
117800,91.0,84.0,0.870,0.884,88.5,83.5,13.70,1894,59.38,16,192,0.892,0.00,0.00,,,118.40,1008,44.00,23.0,23.0,9.17,6.92,12.43,1.15,10.94,269
117870,91.0,84.0,0.849,0.890,86.5,84.0,13.70,1917,59.01,16,192,0.892,0.00,0.00,,,116.60,1008,44.00,24.0,23.0,9.16,6.82,12.43,1.17,10.94,269
117972,91.0,84.0,0.849,0.890,86.5,84.0,13.70,1953,57.53,16,192,0.892,0.00,0.00,,,116.60,1008,44.00,25.0,24.0,8.91,6.65,13.67,1.17,10.94,269
118050,91.0,84.5,0.856,0.890,87.5,81.5,13.70,2015,56.06,16,192,0.892,0.00,0.00,,,116.60,1008,44.00,26.0,24.5,8.75,6.48,13.67,1.17,10.94,269
118132,90.0,84.0,0.856,0.884,86.5,83.0,13.70,2091,54.58,16,192,0.892,0.00,0.00,,,114.80,1008,44.00,28.5,26.0,8.36,6.29,14.29,1.17,10.94,269
118210,90.5,84.5,0.856,0.884,87.0,83.5,13.70,2153,53.84,16,192,0.892,0.00,0.00,,,114.80,1008,44.00,30.0,27.5,8.26,6.14,14.91,1.17,10.94,269
118284,90.5,85.0,0.842,0.877,85.5,83.5,13.70,2206,53.10,16,192,0.892,0.00,0.00,,,114.80,1008,44.00,31.0,28.5,8.14,6.05,15.53,1.17,10.94,269
118362,91.0,85.0,0.842,0.877,86.0,83.5,13.70,2267,52.00,16,194,0.892,0.00,0.00,,,114.80,1008,44.00,32.5,29.5,8.02,5.88,15.53,1.17,11.33,269
118443,90.0,85.0,0.836,0.856,84.5,81.5,13.70,2324,51.26,16,192,0.892,0.00,0.00,,,114.80,1008,44.00,33.5,31.0,7.88,5.82,16.16,1.19,11.33,269
118521,89.0,84.5,0.822,0.856,82.0,81.0,13.70,2377,50.89,16,192,0.892,0.00,0.00,,,113.00,1008,44.00,34.5,33.0,7.71,5.68,16.78,1.17,11.33,269
118603,88.5,84.5,0.822,0.856,81.0,81.0,13.70,2428,50.15,16,194,0.892,0.00,0.00,,,113.00,1008,44.00,35.5,35.0,7.52,5.60,16.78,1.17,11.33,269
118681,87.5,83.5,0.822,0.863,80.5,81.0,13.70,2488,49.41,16,194,0.892,0.00,0.00,,,113.00,1008,44.00,36.0,36.0,7.37,5.40,17.40,1.19,11.33,269
118763,87.0,84.0,0.829,0.877,81.0,82.0,13.80,2539,49.04,16,192,0.890,0.00,0.00,,,113.00,1008,44.00,37.5,38.5,7.27,5.46,17.40,1.19,11.33,269
118853,87.5,85.0,0.836,0.884,82.5,84.5,13.80,2591,47.20,16,194,0.886,0.00,0.00,,,113.00,1008,44.00,38.5,38.5,7.06,5.42,18.02,1.19,11.33,269
118931,88.0,85.5,0.822,0.877,83.0,84.0,13.70,2645,46.83,16,194,0.883,0.00,0.00,,,113.00,1008,44.00,39.5,40.0,7.00,5.29,18.64,1.17,11.33,269
119021,88.0,86.5,0.822,0.870,82.0,85.5,13.70,2698,46.46,16,194,0.881,0.00,0.00,,,113.00,1008,44.00,40.5,41.0,7.00,5.28,18.64,1.17,11.33,269
119103,88.5,88.0,0.822,0.870,83.0,87.0,13.70,2752,46.09,16,194,0.878,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,6.92,5.36,19.26,1.17,11.33,269
119193,89.0,87.5,0.808,0.856,82.0,86.0,13.70,2806,44.99,16,194,0.878,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,6.84,5.24,19.88,1.17,11.33,269
119271,90.0,86.5,0.808,0.849,83.0,83.5,13.70,2853,44.62,16,192,0.878,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,6.80,5.13,19.88,1.17,11.33,269
119361,90.5,86.0,0.801,0.842,82.5,82.5,13.70,2892,44.25,16,192,0.878,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,6.85,5.08,20.51,1.17,11.33,269
119443,91.0,84.5,0.801,0.842,82.5,81.0,13.70,2948,43.14,16,194,0.878,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,6.68,4.93,20.51,1.17,11.33,269
119521,91.5,84.0,0.801,0.849,83.5,81.0,13.70,2993,42.77,16,194,0.878,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,6.62,4.86,21.13,1.17,10.94,269
119603,91.5,83.0,0.801,0.849,84.0,80.5,13.70,3038,41.67,16,194,0.876,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,6.51,4.76,21.13,1.17,10.94,269
119680,91.5,82.5,0.801,0.849,83.5,80.0,13.70,3076,41.30,16,194,0.876,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,6.40,4.63,21.75,1.17,10.94,269
119762,91.5,81.5,0.801,0.842,84.0,79.0,13.70,3113,40.93,15,194,0.875,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,6.37,4.54,21.75,1.17,10.55,269
119852,89.5,78.0,0.801,0.842,81.5,75.0,13.70,3144,36.50,14,194,0.885,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,5.32,3.68,22.37,1.09,8.98,269
119930,87.5,76.5,0.795,0.836,78.0,72.0,13.70,3152,34.65,13,194,0.892,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,4.83,3.44,22.37,1.05,8.20,269
120012,86.0,75.0,0.795,0.863,76.5,72.5,13.70,3182,33.18,13,194,0.892,0.00,0.00,,,111.20,1008,44.00,42.0,42.0,4.59,3.32,22.37,1.04,8.20,269
120090,83.5,74.0,0.822,0.877,78.0,72.5,13.80,3214,30.96,11,194,0.892,0.00,0.00,,,109.40,1008,44.00,42.0,42.0,4.06,2.96,22.37,0.98,6.64,269
120180,81.5,71.5,0.849,0.884,77.0,71.5,13.80,3203,28.75,11,192,0.892,0.00,0.00,,,109.40,1008,44.00,41.5,41.5,3.81,2.62,22.99,0.96,5.86,269
120262,81.0,71.0,0.829,0.877,75.0,70.0,13.80,3173,28.01,10,192,0.892,0.00,0.00,,,109.40,1008,44.00,41.5,41.5,3.70,2.65,22.99,0.94,5.47,269
120340,79.5,68.5,0.815,0.877,72.5,67.5,13.80,3158,25.43,7,194,0.892,0.00,0.00,,,109.40,1008,44.00,41.0,41.0,3.22,2.08,22.99,0.80,2.34,269
120430,82.5,77.0,0.829,0.890,76.5,76.5,13.80,3025,21.37,7,194,0.892,0.00,0.00,,,109.40,1008,44.00,40.0,40.0,2.81,2.16,22.99,0.80,2.34,269
120520,83.0,77.5,0.938,0.993,87.5,81.5,13.70,3125,21.00,7,194,0.892,0.00,0.00,,,109.40,1008,44.00,40.0,40.0,2.79,2.16,21.75,0.80,1.56,269
120602,84.5,80.5,1.007,1.048,93.5,94.5,13.80,3129,19.89,6,194,0.892,0.00,0.00,,,109.40,1008,44.00,40.0,40.0,2.72,2.08,22.37,0.78,1.17,269
120680,84.0,80.0,1.055,0.986,94.0,88.5,13.80,3090,19.52,6,194,0.892,0.00,0.00,,,109.40,1008,44.00,40.0,40.0,2.66,2.15,21.75,0.78,0.78,269
120762,84.0,80.5,1.103,1.110,104.0,96.5,13.80,3098,19.16,6,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.60,2.16,21.75,0.76,0.78,269
120840,83.5,79.5,1.062,1.007,99.5,89.5,13.80,3034,19.89,6,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.73,2.16,21.75,0.76,0.78,269
120930,83.0,79.0,1.096,1.041,102.0,92.0,13.80,3016,19.89,6,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.69,2.12,21.13,0.76,0.78,269
121012,82.5,78.5,0.993,0.952,92.0,80.0,13.80,2973,20.26,6,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.72,2.14,21.13,0.78,2.73,269
121093,82.0,77.0,1.021,0.986,94.5,86.5,13.70,2972,21.00,7,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.85,2.34,21.13,0.78,3.13,269
121171,82.0,75.5,0.993,0.952,90.5,80.5,13.70,2958,22.48,8,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.0,40.0,3.09,2.43,21.13,0.84,3.52,269
121253,81.0,73.5,0.993,0.952,90.0,78.0,13.70,2932,23.58,8,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.0,40.0,3.23,2.39,21.13,0.86,3.91,269
121331,80.5,71.0,0.911,0.904,82.0,72.0,13.70,2932,24.69,9,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.5,40.5,3.42,2.38,20.51,0.88,4.30,269
121413,80.5,71.0,0.870,0.822,78.5,65.5,13.70,2916,25.06,9,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.5,40.5,3.49,2.44,20.51,0.88,4.30,269
121491,81.0,71.5,0.863,0.849,78.5,68.0,13.80,2927,26.17,9,194,0.892,0.00,0.00,,,113.00,1008,44.00,41.0,41.0,3.60,2.48,20.51,0.90,4.30,269
121581,81.0,72.0,0.842,0.884,76.5,71.5,13.80,2895,25.80,9,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.5,40.5,3.48,2.46,20.51,0.90,4.30,269
121671,80.5,71.5,0.877,0.863,79.0,69.5,13.80,2931,25.43,9,194,0.892,0.00,0.00,,,114.80,1008,44.00,40.5,40.5,3.39,2.44,20.51,0.90,4.30,269
121753,80.5,71.5,0.836,0.870,75.5,69.5,13.80,2941,26.17,10,194,0.892,0.00,0.00,,,114.80,1008,44.00,41.0,41.0,3.44,2.52,20.51,0.92,4.69,269
121831,81.5,73.0,0.815,0.877,74.5,71.5,13.80,2917,28.01,10,194,0.892,0.00,0.00,,,114.80,1008,44.00,41.0,41.0,3.74,2.72,20.51,0.92,5.08,269
121913,81.5,73.0,0.822,0.897,75.0,71.5,13.80,2942,27.27,10,194,0.892,0.00,0.00,,,114.80,1008,44.00,41.0,41.0,3.70,2.78,20.51,0.92,5.47,269
122003,82.0,74.0,0.815,0.884,75.0,73.5,13.70,2960,28.38,10,194,0.892,0.00,0.00,,,114.80,1008,44.00,41.5,41.5,3.84,2.82,21.13,0.94,5.47,269
122093,82.5,75.0,0.815,0.877,75.5,73.5,13.70,2957,29.49,11,194,0.892,0.00,0.00,,,114.80,1008,44.00,41.5,41.5,4.12,3.00,21.13,0.98,6.64,269
122171,84.0,76.0,0.822,0.884,77.5,75.5,13.70,3010,31.70,12,194,0.892,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,4.68,3.30,21.13,1.02,7.03,269
122261,84.5,75.5,0.822,0.877,78.5,74.5,13.80,3057,32.07,12,194,0.892,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,4.62,3.34,21.13,1.02,7.42,269
122343,85.0,75.5,0.822,0.856,78.5,72.5,13.70,3080,32.44,12,194,0.892,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,4.64,3.35,21.75,1.02,7.81,269
122421,87.0,77.5,0.808,0.856,79.0,74.5,13.70,3000,34.65,13,194,0.892,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,5.28,3.69,21.13,1.05,8.59,269
122503,88.0,77.5,0.822,0.863,81.0,75.0,13.70,3047,35.39,13,194,0.890,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,5.31,3.69,21.75,1.05,8.59,269
122581,88.0,77.0,0.795,0.856,78.5,74.0,13.70,3094,35.02,14,194,0.892,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,5.16,3.75,21.75,1.07,9.77,269
122683,90.0,78.5,0.801,0.870,82.0,76.5,13.70,3143,37.24,15,194,0.885,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,5.84,4.14,21.75,1.13,10.55,269
122793,92.5,81.0,0.815,0.884,86.5,82.0,13.80,3190,40.19,16,194,0.873,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,6.66,4.91,22.37,1.19,12.11,269
122871,93.5,82.0,0.822,0.856,89.0,80.5,13.70,3238,42.03,17,194,0.871,0.00,0.00,,,114.80,1008,44.00,42.0,42.0,6.89,4.98,22.99,1.21,12.50,269
122953,94.5,82.0,0.815,0.842,88.5,79.0,13.70,3285,43.14,18,194,0.871,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,7.24,5.30,22.99,1.27,14.06,269
123031,96.5,83.5,0.808,0.842,90.0,81.0,13.70,3359,46.83,20,194,0.868,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,8.00,6.23,23.61,1.33,15.63,269
123121,98.5,84.0,0.822,0.842,92.0,81.5,13.70,3420,47.94,21,194,0.866,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,8.30,6.15,24.23,1.37,16.02,269
123199,99.0,83.5,0.836,0.856,95.5,82.5,13.70,3476,47.94,21,194,0.864,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,8.33,6.15,24.23,1.39,16.02,269
123273,99.5,83.5,0.849,0.870,97.5,84.0,13.70,3534,47.57,21,194,0.864,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,8.19,6.13,24.85,1.37,16.02,269
123350,80.0,79.5,0.842,0.870,78.0,77.5,13.70,3585,26.90,7,194,0.892,0.00,0.00,,,113.00,1008,44.00,42.0,41.0,2.50,2.77,25.48,0.82,0.00,269
123432,86.5,83.5,0.836,0.822,82.5,77.0,13.70,3340,19.16,5,194,0.892,0.00,0.00,,,113.00,1008,44.00,40.0,40.0,2.33,1.62,24.85,0.74,0.00,269
123510,85.0,81.5,0.918,0.911,87.5,83.5,13.70,3164,18.42,5,194,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.38,1.84,24.85,0.74,0.00,269
123592,83.5,80.5,1.007,1.007,94.0,91.5,13.70,3024,18.42,5,196,0.892,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,2.44,1.94,25.48,0.72,0.00,269
123670,83.5,79.0,1.110,1.041,104.0,93.0,13.70,2859,19.16,5,196,0.892,0.00,0.00,,,111.20,1016,44.00,39.5,39.5,2.58,2.00,26.10,0.74,0.00,269
123752,84.5,78.5,1.110,1.062,105.0,93.5,13.70,2732,19.89,5,194,0.892,0.00,0.00,,,111.20,1016,44.00,38.5,39.0,2.72,1.92,25.48,0.72,0.00,269
123842,84.0,77.5,1.041,0.979,98.5,85.0,13.70,2576,19.89,6,194,0.892,0.00,0.00,,,111.20,1008,44.00,37.0,37.5,2.66,1.96,25.48,0.76,2.73,269
123920,80.5,70.0,1.000,0.911,89.0,75.0,13.70,2447,27.27,10,194,0.892,0.00,0.00,,,111.20,1008,44.00,35.0,36.0,4.39,2.78,25.48,0.94,7.81,269
124002,85.0,79.0,0.966,0.904,92.0,79.5,13.70,2547,36.50,12,196,0.892,0.00,0.00,,,113.00,1008,44.00,36.5,38.5,6.04,4.21,25.48,1.04,8.98,269
124079,88.0,83.0,0.795,0.815,79.0,75.5,13.70,2673,39.08,14,194,0.883,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,6.22,4.50,26.10,1.07,10.16,269
124161,88.5,84.5,0.795,0.842,80.0,81.0,13.70,2673,42.40,15,194,0.881,0.00,0.00,,,113.00,1016,44.00,40.5,41.5,6.71,5.11,26.72,1.13,10.55,269
124239,87.5,83.5,0.801,0.849,78.5,79.5,13.70,2544,45.72,15,194,0.890,0.00,0.00,,,113.00,1008,44.00,37.5,38.5,6.89,5.30,26.10,1.13,10.94,269
124321,88.0,86.0,0.822,0.849,81.5,82.0,13.70,2665,45.35,15,194,0.883,0.00,0.00,,,113.00,1008,44.00,40.0,40.5,6.86,5.35,26.72,1.17,10.94,269
124399,88.0,86.0,0.822,0.856,82.0,83.5,13.70,2663,45.72,15,196,0.883,0.00,0.00,,,113.00,1008,44.00,40.0,40.5,6.86,5.22,27.34,1.15,11.33,269
124481,88.0,86.5,0.829,0.870,82.5,85.5,13.70,2687,47.20,16,194,0.881,0.00,0.00,,,113.00,1016,44.00,40.5,41.0,7.12,5.52,27.34,1.19,12.11,269
124563,88.5,88.0,0.829,0.863,83.5,86.5,13.70,2750,47.94,17,194,0.878,0.00,0.00,,,113.00,1016,44.00,41.5,42.0,7.24,5.70,27.96,1.21,12.50,269
124653,88.5,88.0,0.829,0.863,83.5,86.5,13.70,2773,49.78,18,196,0.878,0.00,0.00,,,113.00,1008,44.00,42.0,42.0,7.68,6.04,27.96,1.27,14.06,269
124731,89.0,87.0,0.822,0.856,83.0,85.0,13.70,2839,53.47,20,196,0.878,0.00,0.00,,,113.00,1016,44.00,40.5,40.5,8.38,6.76,28.58,1.33,15.23,269
124813,89.0,86.5,0.822,0.863,83.5,85.0,13.70,2873,55.32,20,196,0.878,0.00,0.00,,,113.00,1016,44.00,40.0,40.0,8.57,6.86,29.20,1.35,16.02,269
124890,90.0,85.5,0.815,0.877,83.5,84.0,13.70,2925,56.79,21,194,0.878,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,8.95,6.88,29.83,1.37,16.41,269
124972,91.0,85.0,0.822,0.870,85.0,85.0,13.70,2966,56.79,21,194,0.878,0.00,0.00,,,111.20,1016,44.00,39.5,40.0,9.06,6.84,30.45,1.39,16.80,269
125050,91.5,85.0,0.822,0.877,85.5,85.0,13.70,2990,56.42,21,194,0.878,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,8.97,6.81,30.45,1.39,16.80,269
125132,92.5,85.0,0.815,0.863,86.0,83.5,13.70,3027,56.42,22,196,0.878,0.00,0.00,,,111.20,1008,44.00,40.0,40.0,9.10,6.85,31.07,1.41,17.58,269
125210,93.5,85.0,0.822,0.863,87.5,83.5,13.70,3057,57.90,22,196,0.876,0.00,0.00,,,111.20,1008,44.00,39.5,39.5,9.43,7.14,31.07,1.43,17.58,269
125292,94.5,85.5,0.815,0.870,87.5,84.0,13.70,3092,57.90,22,196,0.876,0.00,0.00,,,111.20,1016,44.00,40.0,39.5,9.59,7.20,31.69,1.43,17.58,269
125382,94.5,86.0,0.822,0.856,89.0,84.0,13.70,3111,57.16,23,196,0.875,0.00,0.00,,,109.40,1016,44.00,40.0,40.0,9.46,7.35,31.69,1.45,17.58,269
125460,95.0,86.5,0.815,0.856,88.5,84.5,13.70,3138,56.42,23,196,0.875,0.00,0.00,,,109.40,1016,44.00,40.0,40.0,9.32,7.13,32.31,1.45,17.58,269
125542,95.5,85.5,0.822,0.849,90.0,84.0,13.70,3188,50.15,19,196,0.873,0.00,0.00,,,109.40,1016,44.00,41.0,41.5,7.68,5.92,32.31,1.31,13.67,269
125620,93.0,82.5,0.801,0.829,85.5,81.0,13.70,3173,42.40,17,196,0.873,0.00,0.00,,,107.60,1016,44.00,42.0,42.0,6.22,4.34,32.93,1.19,11.72,269
125722,91.5,81.5,0.801,0.822,84.0,76.5,13.70,3217,39.08,15,196,0.875,0.00,0.00,,,107.60,1016,44.00,42.0,42.0,5.68,4.51,32.93,1.11,8.20,269
125800,85.0,81.0,0.842,0.870,80.5,79.5,13.80,3185,19.89,5,194,0.892,0.00,0.00,,,107.60,1016,44.00,40.5,40.5,0.00,0.00,32.93,0.74,0.00,269
125882,83.0,80.0,0.877,0.897,79.5,78.5,13.80,3014,19.16,5,194,0.892,0.00,0.00,,,107.60,1016,44.00,40.0,40.0,0.00,0.00,32.93,0.74,0.00,269
125959,84.0,81.0,0.966,1.000,85.5,89.5,13.80,3127,18.42,5,196,0.892,0.00,0.00,,,105.80,1008,44.00,40.0,40.0,0.00,0.00,31.69,0.72,0.00,269
126041,84.0,82.0,1.219,1.219,103.0,82.0,13.80,3152,17.68,5,196,0.892,0.00,0.00,,,105.80,1016,44.00,40.0,40.0,0.00,0.00,32.31,0.74,0.00,269
126131,84.0,81.5,1.219,1.219,84.0,82.0,13.80,3138,17.68,5,196,0.892,0.00,0.00,,,105.80,1016,44.00,40.0,40.0,0.00,0.00,32.31,0.70,0.00,269
126209,84.0,81.5,1.219,1.219,84.0,81.5,13.80,3119,17.68,5,196,0.892,0.00,0.00,,,105.80,1016,44.00,40.0,40.0,0.00,0.00,32.31,0.72,0.00,269
126299,84.0,81.5,1.219,1.219,84.0,81.5,13.80,3096,17.31,5,196,0.892,0.00,0.00,,,107.60,1016,44.00,40.0,40.0,0.00,0.00,31.69,0.72,0.00,269
126381,83.5,81.0,1.219,1.219,83.5,81.0,13.80,3076,17.31,5,196,0.892,0.00,0.00,,,107.60,1016,44.00,40.0,40.0,0.00,0.00,31.69,0.70,0.00,269
126471,83.5,81.0,1.219,1.219,83.5,81.0,13.80,3051,17.31,5,196,0.892,0.00,0.00,,,107.60,1016,44.00,40.0,40.0,0.00,0.00,31.69,0.70,0.00,269
126549,83.5,81.0,1.219,1.219,83.5,81.0,13.70,3033,17.31,5,196,0.892,0.00,0.00,,,109.40,1016,44.00,40.0,40.0,0.00,0.00,31.07,0.70,0.00,269
126631,83.0,80.5,1.219,1.219,83.0,80.5,13.80,3015,17.31,5,196,0.892,0.00,0.00,,,109.40,1016,44.00,40.0,40.0,0.00,0.00,31.07,0.72,0.00,269
126721,83.0,80.5,1.219,1.219,83.0,80.5,13.80,2999,17.31,5,196,0.892,0.00,0.00,,,109.40,1016,44.00,40.0,40.0,0.00,0.00,31.07,0.70,0.00,269
126803,83.0,80.5,1.219,1.219,83.0,80.5,13.80,2982,17.31,5,196,0.892,0.00,0.00,,,111.20,1016,44.00,40.0,40.0,0.00,0.00,30.45,0.72,0.00,269
126881,83.0,80.5,1.219,1.219,83.0,80.5,13.80,2961,17.31,5,196,0.892,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,0.00,0.00,30.45,0.70,0.00,269
126959,83.0,80.0,1.219,1.219,83.0,80.5,13.80,2934,17.31,5,196,0.892,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,0.00,0.00,30.45,0.70,0.00,269
127041,83.0,80.0,1.219,1.219,83.0,80.0,13.80,2918,17.31,5,196,0.892,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,0.00,0.00,29.83,0.70,0.00,269
127119,83.0,80.0,1.219,1.219,83.0,80.0,13.70,2904,17.31,5,196,0.892,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,0.00,0.00,29.83,0.72,0.00,269
127192,83.0,80.0,1.219,1.219,83.5,80.0,13.70,2886,17.31,5,196,0.892,0.00,0.00,,,113.00,1016,44.00,39.5,39.5,0.00,0.00,29.83,0.70,0.00,269
127270,83.5,80.0,1.219,1.219,83.0,80.0,13.70,2870,17.31,5,196,0.892,0.00,0.00,,,114.80,1016,44.00,39.5,39.5,0.00,0.00,29.83,0.70,0.00,269
