RPM,MAP,VE New Rear,VE New Front
2809,17.3,80.0,82.5
2808,16.9,80.0,82.5
2808,16.9,80.0,82.5
2806,34.3,80.0,82.5
2806,16.9,80.0,82.5
2803,17.3,80.0,82.5
2802,16.9,80.0,82.5
2802,16.9,80.0,82.5
2801,16.9,80.0,82.5
2799,16.9,80.0,82.5
2792,16.9,80.0,82.5
2792,16.6,80.0,82.5
2784,16.9,80.0,82.5
2674,34.7,80.0,82.5
2665,34.7,80.0,82.5
2654,35.4,80.0,82.5
2652,36.1,80.0,82.5
2630,34.7,80.0,82.5
2596,35.4,80.0,82.5
2587,36.9,80.0,82.5
2572,35.8,80.0,82.5
2566,41.3,80.0,82.5
2563,35.8,80.0,82.5
2528,34.3,80.0,82.5
2511,36.9,80.0,82.5
2484,37.2,80.0,82.5
2440,42.8,80.0,82.5
2429,43.9,80.0,82.5
2409,38.0,80.0,82.5
2402,39.5,80.0,82.5
2312,36.1,80.0,82.5
1834,41.7,80.0,82.5
2940,37.2,80.0,82.0
2936,45.0,80.0,82.0
2894,36.9,80.0,82.0
2889,37.2,80.0,82.0
2871,30.6,80.0,82.0
2828,68.6,80.0,82.0
2819,67.9,80.0,82.0
2815,67.9,80.0,82.0
2670,34.7,80.0,82.0
2661,36.1,80.0,82.0
2653,35.4,80.0,82.0
2634,34.7,80.0,82.0
2631,36.5,80.0,82.0
2627,34.7,80.0,82.0
2624,35.4,80.0,82.0
2620,36.9,80.0,82.0
2615,38.3,80.0,82.0
2614,35.0,80.0,82.0
2602,35.4,80.0,82.0
2545,42.8,80.0,82.0
2453,37.6,80.0,82.0
2404,33.9,80.0,82.0
2364,34.3,80.0,82.0
1570,52.4,80.0,82.0
2912,36.9,80.0,81.5
2909,36.9,80.0,81.5
2891,35.4,80.0,81.5
2884,33.2,80.0,81.5
2875,36.5,80.0,81.5
2875,36.1,80.0,81.5
2870,34.3,80.0,81.5
2829,35.0,80.0,81.5
2822,69.0,80.0,81.5
2822,34.7,80.0,81.5
2821,34.3,80.0,81.5
2818,31.0,80.0,81.5
2814,67.9,80.0,81.5
2813,33.2,80.0,81.5
2806,34.3,80.0,81.5
2792,35.0,80.0,81.5
2773,29.9,80.0,81.5
2766,68.2,80.0,81.5
2693,34.3,80.0,81.5
2673,33.9,80.0,81.5
2660,34.7,80.0,81.5
2658,33.9,80.0,81.5
2649,34.3,80.0,81.5
2635,37.6,80.0,81.5
2619,35.0,80.0,81.5
2612,34.7,80.0,81.5
2607,34.7,80.0,81.5
2599,35.4,80.0,81.5
2597,35.8,80.0,81.5
2579,40.2,80.0,81.5
2508,40.9,80.0,81.5
2507,36.9,80.0,81.5
2979,34.3,80.0,81.0
2947,36.9,80.0,81.0
2884,36.9,80.0,81.0
2859,36.9,80.0,81.0
2844,35.8,80.0,81.0
2821,34.3,80.0,81.0
2797,34.3,80.0,81.0
2793,34.7,80.0,81.0
2789,34.7,80.0,81.0
2787,34.7,80.0,81.0
2784,67.9,80.0,81.0
2780,35.0,80.0,81.0
2778,67.9,80.0,81.0
2770,67.9,80.0,81.0
2730,37.6,80.0,81.0
2689,34.3,80.0,81.0
2681,33.9,80.0,81.0
2663,33.9,80.0,81.0
2658,34.3,80.0,81.0
2656,33.9,80.0,81.0
2656,33.6,80.0,81.0
2648,34.3,80.0,81.0
2609,34.7,80.0,81.0
2608,34.7,80.0,81.0
2865,31.0,80.0,80.5
2861,36.1,80.0,80.5
2843,30.6,80.0,80.5
2840,30.6,80.0,80.5
2820,33.9,80.0,80.5
2810,34.7,80.0,80.5
2774,33.6,80.0,80.5
2767,35.8,80.0,80.5
2762,32.1,80.0,80.5
2761,36.1,80.0,80.5
2761,35.0,80.0,80.5
2759,34.3,80.0,80.5
2751,33.2,80.0,80.5
2748,35.0,80.0,80.5
2747,35.8,80.0,80.5
2737,32.4,80.0,80.5
2710,32.1,80.0,80.5
2705,35.8,80.0,80.5
2703,34.7,80.0,80.5
2695,33.2,80.0,80.5
2688,33.9,80.0,80.5
2679,34.3,80.0,80.5
2888,35.8,80.0,80.0
2857,33.6,80.0,80.0
2856,30.2,80.0,80.0
2827,30.6,80.0,80.0
2771,67.9,80.0,80.0
2758,67.9,80.0,80.0
2745,35.8,80.0,80.0
2740,32.4,80.0,80.0
2733,35.8,80.0,80.0
2727,36.9,80.0,80.0
2720,36.1,80.0,80.0
2698,69.7,80.0,80.0
2687,34.3,80.0,80.0
2682,34.3,80.0,80.0
2674,34.3,80.0,80.0
2442,35.4,80.0,80.0
2823,33.2,80.0,79.5
2784,33.2,80.0,79.5
2760,33.6,80.0,79.5
2688,33.9,80.0,79.5
2687,32.4,80.0,79.5
2683,34.7,80.0,79.5
2678,34.3,80.0,79.5
2635,67.5,80.0,79.5
2630,67.5,80.0,79.5
2965,32.4,80.0,79.0
2935,18.4,80.0,79.0
2934,29.5,80.0,79.0
2807,32.4,80.0,79.0
2775,37.6,80.0,79.0
2775,34.7,80.0,79.0
2772,32.4,80.0,79.0
2667,70.5,80.0,78.5
1030,84.8,80.0,78.5
3323,15.8,80.0,78.0
2691,71.9,80.0,78.0
3387,19.9,80.0,77.5
2725,67.5,80.0,77.5
296,77.8,80.0,77.5
277,101.1,80.0,77.5
214,77.8,80.0,77.5
186,101.1,80.0,77.5
114,101.1,80.0,77.5
114,101.1,80.0,77.5
114,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
0,101.1,80.0,77.5
3315,21.0,80.0,77.0
3310,19.5,80.0,77.0
3452,18.8,80.0,76.0
2928,18.8,80.0,75.0
2736,16.9,79.5,102.0
2937,31.3,79.5,101.0
2638,19.5,79.5,100.5
2577,31.3,79.5,100.5
2805,20.3,79.5,100.0
2762,18.8,79.5,99.0
2763,18.8,79.5,98.0
2440,19.5,79.5,98.0
3451,46.1,79.5,97.5
2338,20.6,79.5,97.0
2298,21.0,79.5,97.0
2178,21.0,79.5,96.5
3518,44.3,79.5,96.0
2192,20.3,79.5,96.0
2073,21.7,79.5,96.0
2540,25.8,79.5,95.5
2664,19.5,79.5,95.0
2631,22.5,79.5,95.0
2184,21.0,79.5,95.0
3513,41.3,79.5,94.5
2767,19.2,79.5,94.5
3473,45.0,79.5,94.0
3441,45.0,79.5,94.0
2925,19.5,79.5,94.0
2298,19.9,79.5,94.0
2138,20.3,79.5,94.0
2706,18.4,79.5,93.5
2457,20.3,79.5,93.5
2585,37.6,79.5,93.0
1936,23.2,79.5,93.0
3346,77.5,79.5,92.5
2700,19.2,79.5,92.5
2636,18.1,79.5,92.5
2382,19.2,79.5,92.5
2365,20.3,79.5,92.5
2329,19.5,79.5,92.5
2265,20.3,79.5,92.5
3421,42.0,79.5,92.0
2752,19.5,79.5,92.0
2594,19.2,79.5,92.0
2547,36.5,79.5,92.0
2253,20.3,79.5,92.0
3295,43.1,79.5,91.5
3270,44.6,79.5,91.5
2623,18.8,79.5,91.5
2533,19.9,79.5,91.5
2469,20.3,79.5,91.5
2465,20.3,79.5,91.5
2398,19.5,79.5,91.5
2336,19.9,79.5,91.5
2323,20.3,79.5,91.5
2221,19.9,79.5,91.5
3285,44.3,79.5,91.0
2333,20.6,79.5,91.0
2300,19.9,79.5,91.0
2294,20.6,79.5,91.0
2284,20.3,79.5,91.0
2273,20.3,79.5,91.0
2245,20.6,79.5,91.0
2237,20.6,79.5,91.0
2230,20.3,79.5,91.0
2124,21.7,79.5,91.0
3354,46.1,79.5,90.5
3338,45.7,79.5,90.5
3337,45.7,79.5,90.5
3333,45.7,79.5,90.5
3323,45.4,79.5,90.5
3321,51.6,79.5,90.5
3025,21.4,79.5,90.5
2734,23.6,79.5,90.5
2711,21.4,79.5,90.5
2629,23.2,79.5,90.5
2519,20.6,79.5,90.5
2388,19.9,79.5,90.5
2354,19.9,79.5,90.5
2179,21.7,79.5,90.5
2070,21.4,79.5,90.5
3046,21.7,79.5,90.0
3019,21.4,79.5,90.0
2649,19.9,79.5,90.0
2423,19.5,79.5,90.0
2416,19.9,79.5,90.0
2406,19.2,79.5,90.0
2368,19.9,79.5,90.0
2365,21.4,79.5,90.0
2359,20.3,79.5,90.0
2353,19.9,79.5,90.0
2336,20.6,79.5,90.0
2317,20.3,79.5,90.0
2310,21.4,79.5,90.0
2239,20.3,79.5,90.0
3360,40.9,79.5,89.5
3328,45.7,79.5,89.5
3295,44.6,79.5,89.5
3252,75.6,79.5,89.5
3187,81.5,79.5,89.5
3174,74.1,79.5,89.5
2689,28.8,79.5,89.5
2533,23.2,79.5,89.5
2460,22.5,79.5,89.5
2452,19.5,79.5,89.5
2430,20.3,79.5,89.5
2412,20.6,79.5,89.5
2285,20.3,79.5,89.5
2269,20.3,79.5,89.5
2268,20.3,79.5,89.5
3313,45.0,79.5,89.0
3207,44.3,79.5,89.0
3117,91.9,79.5,89.0
2758,35.4,79.5,89.0
2497,20.3,79.5,89.0
2420,19.5,79.5,89.0
2324,24.0,79.5,89.0
2277,20.3,79.5,89.0
2211,20.6,79.5,89.0
3311,45.0,79.5,88.5
3273,41.7,79.5,88.5
3266,39.5,79.5,88.5
3090,74.5,79.5,88.5
2696,23.6,79.5,88.5
1855,48.7,79.5,88.5
3276,41.3,79.5,88.0
3275,41.3,79.5,88.0
3274,41.7,79.5,88.0
3272,40.9,79.5,88.0
3256,40.9,79.5,88.0
3137,72.3,79.5,88.0
3136,71.9,79.5,88.0
3077,67.1,79.5,88.0
2637,22.1,79.5,88.0
2494,21.4,79.5,88.0
2230,20.6,79.5,88.0
1654,53.1,79.5,88.0
3277,40.6,79.5,87.5
3275,40.6,79.5,87.5
3272,40.2,79.5,87.5
3264,41.7,79.5,87.5
3261,41.3,79.5,87.5
3242,40.6,79.5,87.5
3139,76.4,79.5,87.5
3045,34.7,79.5,87.5
2703,20.3,79.5,87.5
2551,22.1,79.5,87.5
2311,19.9,79.5,87.5
2063,54.2,79.5,87.5
1788,56.1,79.5,87.5
1746,49.0,79.5,87.5
1716,56.1,79.5,87.5
3262,38.7,79.5,87.0
3207,45.0,79.5,87.0
3116,71.9,79.5,87.0
3088,72.3,79.5,87.0
3066,67.9,79.5,87.0
3056,21.4,79.5,87.0
3054,69.3,79.5,87.0
3023,67.5,79.5,87.0
3010,67.9,79.5,87.0
2869,21.0,79.5,87.0
2359,21.7,79.5,87.0
1963,42.8,79.5,87.0
1944,48.7,79.5,87.0
1737,54.6,79.5,87.0
1736,54.2,79.5,87.0
3332,20.3,79.5,86.5
3219,39.5,79.5,86.5
3084,69.3,79.5,86.5
3073,67.1,79.5,86.5
3068,69.3,79.5,86.5
3061,67.9,79.5,86.5
3002,67.9,79.5,86.5
3001,70.1,79.5,86.5
2988,64.9,79.5,86.5
2402,19.9,79.5,86.5
2148,46.1,79.5,86.5
1807,51.3,79.5,86.5
3244,41.7,79.5,86.0
3215,39.1,79.5,86.0
3185,40.2,79.5,86.0
3184,39.5,79.5,86.0
3126,19.5,79.5,86.0
3079,69.3,79.5,86.0
3045,69.3,79.5,86.0
3038,67.1,79.5,86.0
3005,68.6,79.5,86.0
2992,70.1,79.5,86.0
2991,66.8,79.5,86.0
2991,64.9,79.5,86.0
2984,69.3,79.5,86.0
2980,70.1,79.5,86.0
2974,67.5,79.5,86.0
2974,67.1,79.5,86.0
2733,22.1,79.5,86.0
2716,19.2,79.5,86.0
2402,20.3,79.5,86.0
2338,46.1,79.5,86.0
2311,43.5,79.5,86.0
2181,44.3,79.5,86.0
2098,41.7,79.5,86.0
2081,41.7,79.5,86.0
2044,42.4,79.5,86.0
2008,42.0,79.5,86.0
2002,43.1,79.5,86.0
1870,52.7,79.5,86.0
1827,46.1,79.5,86.0
1769,53.5,79.5,86.0
1753,54.2,79.5,86.0
1735,54.6,79.5,86.0
3111,60.9,79.5,85.5
3095,43.5,79.5,85.5
3058,38.0,79.5,85.5
3057,70.1,79.5,85.5
3047,71.2,79.5,85.5
3040,69.7,79.5,85.5
3023,67.5,79.5,85.5
3002,66.0,79.5,85.5
2985,64.2,79.5,85.5
2974,67.9,79.5,85.5
2972,69.3,79.5,85.5
2971,67.1,79.5,85.5
2965,69.0,79.5,85.5
2118,43.1,79.5,85.5
2063,42.0,79.5,85.5
2009,43.1,79.5,85.5
1996,43.5,79.5,85.5
1752,40.6,79.5,85.5
1735,55.3,79.5,85.5
1735,54.6,79.5,85.5
3145,37.2,79.5,85.0
3059,38.0,79.5,85.0
3052,40.9,79.5,85.0
3047,38.0,79.5,85.0
2997,68.2,79.5,85.0
2987,67.5,79.5,85.0
2984,73.4,79.5,85.0
2981,38.3,79.5,85.0
2980,65.7,79.5,85.0
2971,68.6,79.5,85.0
2971,68.2,79.5,85.0
2774,22.5,79.5,85.0
2718,21.4,79.5,85.0
2421,38.0,79.5,85.0
2384,21.4,79.5,85.0
2256,38.3,79.5,85.0
2247,38.7,79.5,85.0
2233,38.7,79.5,85.0
2062,42.4,79.5,85.0
1943,40.9,79.5,85.0
1939,41.3,79.5,85.0
1774,40.2,79.5,85.0
1730,54.6,79.5,85.0
1693,52.4,79.5,85.0
1668,56.8,79.5,85.0
3180,20.6,79.5,84.5
3076,37.6,79.5,84.5
3043,37.6,79.5,84.5
3006,70.5,79.5,84.5
3003,60.5,79.5,84.5
2989,65.3,79.5,84.5
2988,65.7,79.5,84.5
2981,19.2,79.5,84.5
2980,66.8,79.5,84.5
2976,65.7,79.5,84.5
2886,19.9,79.5,84.5
2588,40.6,79.5,84.5
2497,38.3,79.5,84.5
2215,37.2,79.5,84.5
2172,42.4,79.5,84.5
1991,41.3,79.5,84.5
1930,42.4,79.5,84.5
1796,54.6,79.5,84.5
3206,21.0,79.5,84.0
3066,37.2,79.5,84.0
3062,39.8,79.5,84.0
3045,37.6,79.5,84.0
3038,38.0,79.5,84.0
3038,37.6,79.5,84.0
2994,70.8,79.5,84.0
2981,68.6,79.5,84.0
2965,69.0,79.5,84.0
2927,66.8,79.5,84.0
2921,66.0,79.5,84.0
2579,35.8,79.5,84.0
2559,36.5,79.5,84.0
2507,37.6,79.5,84.0
2498,31.7,79.5,84.0
2462,47.6,79.5,84.0
2427,38.0,79.5,84.0
2420,43.9,79.5,84.0
2414,43.5,79.5,84.0
2332,39.1,79.5,84.0
2318,38.0,79.5,84.0
2248,39.1,79.5,84.0
2242,44.3,79.5,84.0
2241,39.8,79.5,84.0
2222,39.1,79.5,84.0
2201,36.1,79.5,84.0
2101,37.6,79.5,84.0
1821,39.1,79.5,84.0
1781,43.9,79.5,84.0
1755,43.9,79.5,84.0
1695,55.7,79.5,84.0
2935,19.9,79.5,83.5
2914,67.9,79.5,83.5
2912,69.3,79.5,83.5
2898,66.0,79.5,83.5
2886,65.3,79.5,83.5
2807,17.3,79.5,83.5
2805,17.3,79.5,83.5
2804,16.9,79.5,83.5
2791,17.3,79.5,83.5
2788,16.9,79.5,83.5
2785,16.9,79.5,83.5
2785,16.9,79.5,83.5
2782,16.9,79.5,83.5
2781,16.6,79.5,83.5
2780,16.9,79.5,83.5
2780,16.9,79.5,83.5
2779,16.9,79.5,83.5
2778,16.6,79.5,83.5
2777,21.0,79.5,83.5
2770,17.3,79.5,83.5
2769,17.3,79.5,83.5
2767,16.6,79.5,83.5
2766,17.3,79.5,83.5
2765,17.3,79.5,83.5
2765,17.3,79.5,83.5
2761,16.9,79.5,83.5
2758,17.3,79.5,83.5
2758,17.3,79.5,83.5
2756,17.3,79.5,83.5
2755,16.9,79.5,83.5
2755,16.9,79.5,83.5
2751,16.9,79.5,83.5
2750,16.6,79.5,83.5
2748,17.3,79.5,83.5
2745,16.9,79.5,83.5
2743,17.3,79.5,83.5
2742,16.9,79.5,83.5
2739,17.3,79.5,83.5
2731,17.3,79.5,83.5
2730,16.9,79.5,83.5
2726,16.9,79.5,83.5
2710,16.9,79.5,83.5
2650,35.4,79.5,83.5
2648,35.8,79.5,83.5
2620,35.4,79.5,83.5
2557,36.1,79.5,83.5
2535,36.9,79.5,83.5
2513,41.7,79.5,83.5
2414,39.8,79.5,83.5
2410,37.2,79.5,83.5
2322,42.0,79.5,83.5
2311,38.3,79.5,83.5
2287,38.7,79.5,83.5
2270,36.9,79.5,83.5
2254,36.5,79.5,83.5
2241,39.1,79.5,83.5
2231,36.9,79.5,83.5
2202,39.5,79.5,83.5
2198,39.5,79.5,83.5
2187,39.5,79.5,83.5
2174,37.6,79.5,83.5
2159,40.2,79.5,83.5
2123,38.3,79.5,83.5
2095,40.9,79.5,83.5
2044,41.3,79.5,83.5
1958,47.2,79.5,83.5
3222,20.6,79.5,83.0
3064,36.9,79.5,83.0
2900,66.0,79.5,83.0
2884,18.1,79.5,83.0
2846,39.5,79.5,83.0
2818,67.5,79.5,83.0
2767,22.9,79.5,83.0
2701,20.6,79.5,83.0
2626,34.7,79.5,83.0
2517,38.3,79.5,83.0
2516,39.1,79.5,83.0
2510,37.6,79.5,83.0
2506,35.4,79.5,83.0
2432,37.2,79.5,83.0
2396,36.9,79.5,83.0
2283,38.0,79.5,83.0
2186,36.1,79.5,83.0
2182,39.5,79.5,83.0
2168,37.6,79.5,83.0
1853,41.7,79.5,83.0
2901,68.2,79.5,82.5
2874,68.2,79.5,82.5
2864,17.7,79.5,82.5
2862,17.7,79.5,82.5
2859,65.3,79.5,82.5
2850,16.9,79.5,82.5
2839,68.2,79.5,82.5
2836,17.7,79.5,82.5
2835,17.7,79.5,82.5
2833,17.7,79.5,82.5
2825,17.7,79.5,82.5
2815,17.3,79.5,82.5
2811,17.7,79.5,82.5
2805,17.3,79.5,82.5
2804,17.3,79.5,82.5
2800,17.3,79.5,82.5
2800,16.9,79.5,82.5
2796,34.3,79.5,82.5
2795,17.3,79.5,82.5
2794,17.3,79.5,82.5
2792,17.3,79.5,82.5
2791,17.3,79.5,82.5
2789,17.3,79.5,82.5
2789,17.3,79.5,82.5
2789,16.9,79.5,82.5
2789,16.9,79.5,82.5
2787,17.3,79.5,82.5
2787,16.9,79.5,82.5
2787,16.9,79.5,82.5
2785,17.3,79.5,82.5
2783,17.3,79.5,82.5
2782,16.9,79.5,82.5
2780,17.3,79.5,82.5
2780,17.3,79.5,82.5
2779,17.3,79.5,82.5
2779,17.3,79.5,82.5
2779,16.9,79.5,82.5
2777,17.3,79.5,82.5
2777,16.9,79.5,82.5
2776,17.3,79.5,82.5
2776,16.9,79.5,82.5
2775,17.3,79.5,82.5
2775,16.9,79.5,82.5
2773,17.3,79.5,82.5
2773,16.9,79.5,82.5
2771,17.3,79.5,82.5
2771,17.3,79.5,82.5
2769,16.9,79.5,82.5
2768,17.3,79.5,82.5
2768,17.3,79.5,82.5
2766,16.9,79.5,82.5
2766,16.9,79.5,82.5
2765,68.2,79.5,82.5
2765,17.3,79.5,82.5
2765,17.3,79.5,82.5
2765,16.9,79.5,82.5
2762,17.7,79.5,82.5
2761,16.9,79.5,82.5
2761,16.9,79.5,82.5
2759,17.3,79.5,82.5
2759,17.3,79.5,82.5
2759,17.3,79.5,82.5
2759,16.9,79.5,82.5
2759,16.9,79.5,82.5
2758,17.7,79.5,82.5
2758,17.3,79.5,82.5
2756,16.9,79.5,82.5
2755,16.9,79.5,82.5
2754,17.3,79.5,82.5
2754,17.3,79.5,82.5
2753,16.9,79.5,82.5
2751,17.3,79.5,82.5
2751,16.9,79.5,82.5
2750,17.3,79.5,82.5
2750,16.9,79.5,82.5
2747,16.9,79.5,82.5
2746,17.3,79.5,82.5
2745,16.9,79.5,82.5
2744,17.3,79.5,82.5
2743,29.1,79.5,82.5
2743,16.9,79.5,82.5
2743,16.9,79.5,82.5
2742,17.7,79.5,82.5
2742,17.3,79.5,82.5
2742,17.3,79.5,82.5
2741,17.7,79.5,82.5
2740,17.3,79.5,82.5
2737,17.3,79.5,82.5
2737,16.9,79.5,82.5
2735,17.3,79.5,82.5
2735,17.3,79.5,82.5
2734,17.7,79.5,82.5
2734,17.3,79.5,82.5
2731,17.3,79.5,82.5
2730,16.9,79.5,82.5
2730,16.9,79.5,82.5
2730,16.9,79.5,82.5
2729,16.9,79.5,82.5
2728,17.3,79.5,82.5
2726,16.9,79.5,82.5
2706,34.3,79.5,82.5
2653,34.3,79.5,82.5
2646,35.0,79.5,82.5
2639,34.7,79.5,82.5
2621,35.0,79.5,82.5
2606,36.1,79.5,82.5
2581,36.1,79.5,82.5
2576,37.2,79.5,82.5
2559,35.4,79.5,82.5
2537,36.9,79.5,82.5
2514,37.2,79.5,82.5
2480,37.2,79.5,82.5
2473,37.6,79.5,82.5
2454,42.0,79.5,82.5
2453,37.6,79.5,82.5
2439,37.6,79.5,82.5
2373,35.8,79.5,82.5
2329,39.5,79.5,82.5
2238,37.2,79.5,82.5
2212,40.6,79.5,82.5
2202,41.3,79.5,82.5
2942,36.9,79.5,82.0
2928,36.9,79.5,82.0
2926,34.7,79.5,82.0
2918,36.5,79.5,82.0
2833,69.0,79.5,82.0
2811,67.9,79.5,82.0
2737,34.3,79.5,82.0
2722,34.3,79.5,82.0
2711,34.3,79.5,82.0
2660,34.7,79.5,82.0
2658,35.8,79.5,82.0
2653,34.3,79.5,82.0
2651,35.4,79.5,82.0
2631,40.9,79.5,82.0
2596,35.4,79.5,82.0
2586,35.0,79.5,82.0
2583,34.7,79.5,82.0
2582,35.4,79.5,82.0
2574,35.4,79.5,82.0
2558,35.4,79.5,82.0
2536,36.5,79.5,82.0
2517,37.2,79.5,82.0
2511,36.9,79.5,82.0
2498,38.0,79.5,82.0
2493,37.2,79.5,82.0
2443,38.0,79.5,82.0
2417,41.7,79.5,82.0
2413,33.6,79.5,82.0
2395,39.1,79.5,82.0
2389,37.2,79.5,82.0
2384,38.3,79.5,82.0
2370,38.0,79.5,82.0
2354,34.7,79.5,82.0
2343,33.9,79.5,82.0
2235,36.1,79.5,82.0
2209,36.1,79.5,82.0
2185,36.5,79.5,82.0
2153,38.3,79.5,82.0
2149,36.1,79.5,82.0
2108,37.2,79.5,82.0
2923,36.5,79.5,81.5
2903,36.9,79.5,81.5
2887,36.5,79.5,81.5
2881,36.5,79.5,81.5
2875,33.9,79.5,81.5
2871,30.2,79.5,81.5
2853,68.6,79.5,81.5
2853,35.0,79.5,81.5
2845,67.9,79.5,81.5
2841,35.8,79.5,81.5
2813,67.1,79.5,81.5
2808,34.7,79.5,81.5
2796,67.1,79.5,81.5
2793,67.1,79.5,81.5
2788,67.9,79.5,81.5
2784,67.5,79.5,81.5
2780,30.2,79.5,81.5
2777,67.9,79.5,81.5
2763,68.2,79.5,81.5
2693,34.7,79.5,81.5
2689,34.7,79.5,81.5
2656,33.6,79.5,81.5
2650,33.6,79.5,81.5
2637,35.0,79.5,81.5
2633,34.7,79.5,81.5
2625,35.0,79.5,81.5
2622,35.0,79.5,81.5
2616,35.0,79.5,81.5
2613,35.0,79.5,81.5
2609,33.9,79.5,81.5
2589,35.4,79.5,81.5
2583,34.3,79.5,81.5
2575,36.1,79.5,81.5
2573,35.4,79.5,81.5
2565,33.9,79.5,81.5
2548,36.9,79.5,81.5
2547,35.0,79.5,81.5
2522,35.0,79.5,81.5
2510,34.7,79.5,81.5
2436,37.6,79.5,81.5
2431,37.6,79.5,81.5
2418,37.6,79.5,81.5
2312,35.0,79.5,81.5
2301,35.4,79.5,81.5
2293,35.4,79.5,81.5
2289,35.8,79.5,81.5
2248,35.4,79.5,81.5
2008,40.9,79.5,81.5
3013,46.1,79.5,81.0
2836,69.0,79.5,81.0
2829,33.6,79.5,81.0
2818,34.3,79.5,81.0
2812,34.7,79.5,81.0
2810,34.7,79.5,81.0
2808,34.7,79.5,81.0
2806,34.7,79.5,81.0
2797,34.7,79.5,81.0
2794,34.3,79.5,81.0
2787,34.7,79.5,81.0
2786,35.8,79.5,81.0
2779,34.7,79.5,81.0
2778,32.1,79.5,81.0
2759,67.9,79.5,81.0
2748,68.6,79.5,81.0
