Time,WBO2 F,WBO2 R,ET,WBO2 F,WBO2 R,MAP,B+,RPM,TP,Set Lambda,Spark Knock F,Spark Knock R,VE Front,VE Rear ,Lambda1,Lambda2,IAT,Idle Set,IAC,Advance F,Advance R,INJ PW F,INJ PW R,VSS,TP Sensor,Twist Pos,SWL(hex)
628188,1.219,1.219,203,17.8,17.8,17.31,13.9,2188,4,0.94,0,0,72.5,81,,,116.6,1048,38,31,30.5,0,0,22.37,0.7,0,269
628270,1.219,1.219,203,17.8,17.8,17.68,13.9,2159,4,0.94,0,0,72,80.5,,,116.6,1048,38,30.5,30,0,0,22.37,0.7,0,269
628348,1.219,1.219,203,17.8,17.8,17.68,13.9,2131,4,0.94,0,0,71.5,80,,,116.6,1048,38,30,29.5,0,0,21.75,0.7,0,269
628430,1.219,1.219,203,17.8,17.8,18.05,13.9,2110,4,0.94,0,0,71,79.5,,,116.6,1048,38,29.5,29,0,0,21.75,0.68,0,269
628508,1.219,1.219,203,17.8,17.8,18.05,13.9,2086,4,0.94,0,0,70,79,,,116.6,1048,38,29.5,29,0,0,21.13,0.7,0,269
628590,1.219,1.219,203,17.8,17.8,18.05,13.9,2058,4,0.94,0,0,69.5,78,,,116.6,1048,38,29,28.5,0,0,21.13,0.7,0,269
628667,1.219,1.219,203,17.8,17.8,18.79,13.9,2032,4,0.94,0,0,68,77,,,116.6,1048,38,28.5,28,0,0,21.13,0.7,0,269
628758,1.219,1.219,203,17.8,17.8,19.16,13.9,1904,4,0.94,0,0,68,76.5,,,116.6,1048,38,26.5,26.5,0,0,21.13,0.7,0,269
628839,1.219,1.219,203,17.8,17.8,22.85,13.9,1781,4,0.943,0,0,71.5,83,,,116.6,1048,38,25,24.5,2.43,2.32,20.51,0.7,0,269
628917,1.219,1.219,203,17.8,17.8,25.43,13.9,1683,4,0.945,0,0,72,83.5,,,116.6,1048,38,23.5,23,2.94,2.96,20.51,0.7,0,269
628999,1.219,1.219,203,17.8,17.8,23.58,13.9,1725,4,0.943,0,0,72,84,,,116.6,1048,38,24,23,2.53,2.65,20.51,0.7,0,269
629077,1.219,1.219,201,17.8,17.8,23.95,13.9,1663,4,0.943,0,0,72.5,84,,,116.6,1048,38,23,23,2.58,2.84,20.51,0.7,0,269
629159,1.219,1.219,201,17.8,17.8,26.54,13.9,1616,4,0.946,0,0,73.5,83.5,,,116.6,1048,38,23,22.5,2.94,2.92,19.88,0.7,0,269
629249,1.219,1.219,203,17.8,17.8,26.9,13.9,1552,4,0.948,0,0,73.5,84,,,116.6,1040,38,22,22,2.93,3.06,19.88,0.7,0,269
629327,1.219,1.185,203,17.8,17.3,27.27,13.9,1586,4,0.948,0,0,74,83,,,116.6,1048,38,22,22,2.97,2.97,19.26,0.7,0,269
629417,1.13,1.007,203,16.5,14.7,26.54,13.9,1669,4,0.946,0,0,72.5,83.5,,,116.6,1048,38,23,22.5,2.87,2.9,18.64,0.68,0,269
629491,1.151,1.062,203,16.8,15.5,25.06,13.8,1757,4,0.945,0,0,71.5,83.5,,,116.6,1048,38,24,23.5,2.67,2.86,18.64,0.7,0,269
629569,1.041,0.925,203,15.2,13.5,22.85,13.9,1868,4,0.941,0,0,71,82,,,116.6,1048,38,26,25,2.4,2.46,18.02,0.68,0,269
629651,0.986,0.973,203,14.4,14.2,22.11,13.9,1932,4,0.941,0,0,68.5,79.5,,,116.6,1048,38,26.5,26,2.26,2.28,17.4,0.68,0,269
629728,1,0.993,203,14.6,14.5,19.89,13.9,2083,4,0.94,0,0,66,76,,,116.6,1048,38,29,28,1.93,1.97,16.78,0.7,0,269
629810,0.959,0.938,203,14,13.7,18.79,13.9,2225,4,0.94,0,0,71.5,81,,,116.6,1048,38,31,30,1.98,1.91,16.78,0.7,0,269
629888,0.966,0.918,203,14.1,13.4,17.68,13.9,2308,4,0.94,0,0,72,80,,,116.6,1048,38,31.5,32.5,1.9,1.78,16.16,0.7,0,269
629970,0.993,0.979,203,14.5,14.3,18.42,13.9,2322,4,0.94,0,0,71,79.5,,,116.6,1048,38,33,32.5,1.9,1.78,16.16,0.7,0.78,269
630060,1.021,0.966,203,14.9,14.1,21,13.9,2237,6,0.94,0,0,72,82.5,,,116.6,1048,38,31.5,31,2.4,2.46,16.16,0.8,2.73,269
630138,1.116,0.979,203,16.3,14.3,23.58,13.9,2236,6,0.943,0,0,73,84.5,,,116.6,1048,38,32,30.5,2.71,2.68,15.53,0.8,3.13,269
630228,0.986,0.973,203,14.4,14.2,24.32,13.9,2258,7,0.945,0,0,73,85,,,116.6,1048,38,32.5,31,2.78,2.65,15.53,0.8,3.13,269
630310,0.945,0.966,203,13.8,14.1,25.43,13.9,2220,7,0.945,0,0,73.5,85,,,116.6,1048,38,32,30,2.89,2.75,15.53,0.82,3.13,269
630388,0.932,0.925,203,13.6,13.5,25.8,13.9,2228,7,0.946,0,0,74,85.5,,,116.6,1048,38,32.5,30.5,2.94,2.72,15.53,0.82,3.52,269
630470,0.932,0.904,203,13.6,13.2,27.64,13.9,2227,8,0.948,0,0,76,86,,,116.6,1048,38,32.5,30.5,3.29,2.86,15.53,0.86,4.69,269
630560,0.945,0.884,203,13.8,12.9,31.33,13.9,2183,9,0.953,0,0,78.5,87,,,116.6,1048,38,32,29.5,3.96,3.58,15.53,0.92,5.86,269
630638,0.938,0.856,203,13.7,12.5,33.92,13.9,2187,10,0.957,0,0,81.5,91,,,116.6,1048,38,32,29,4.45,4.06,15.53,0.94,6.64,269
630719,0.918,0.849,203,13.4,12.4,36.13,13.9,2196,11,0.958,0,0,84,93.5,,,116.6,1048,38,31.5,28.5,5,4.36,15.53,1,7.81,269
630797,0.925,0.856,203,13.5,12.5,40.19,13.9,2211,12,0.958,0,0,86.5,96,,,116.6,1048,38,31.5,28,5.44,4.8,15.53,1.04,8.2,269
630879,0.959,0.842,203,14,12.3,40.93,13.9,2232,12,0.958,0,0,86.5,97.5,,,116.6,1048,38,32,28.5,5.58,4.87,15.53,1.05,8.2,269
630969,0.945,0.849,203,13.8,12.4,41.67,13.9,2251,13,0.958,0,0,86.5,98,,,114.8,1048,38,32.5,29,5.55,4.92,15.53,1.05,8.98,269
631047,0.938,0.849,203,13.7,12.4,42.03,13.9,2286,13,0.958,0,0,87,99,,,114.8,1048,38,33,30,5.52,4.96,16.16,1.05,8.98,269
631129,0.938,0.849,203,13.7,12.4,42.03,13.9,2307,13,0.958,0,0,87.5,100,,,114.8,1048,38,33.5,31,5.57,4.96,16.16,1.07,8.98,269
631207,0.938,0.849,203,13.7,12.4,42.03,13.9,2326,13,0.958,0,0,88,100,,,113,1048,38,33.5,31.5,5.61,4.94,16.16,1.05,8.98,269
631277,0.925,0.849,203,13.5,12.4,41.67,13.9,2353,13,0.958,0,0,88.5,101.5,,,113,1048,38,34,32.5,5.56,4.99,16.78,1.05,8.98,269
631358,0.925,0.842,203,13.5,12.3,41.3,13.9,2376,13,0.958,0,0,89,101.5,,,113,1048,38,34.5,33,5.52,4.94,16.78,1.07,8.98,269
631449,0.911,0.836,203,13.3,12.2,40.93,13.9,2404,13,0.958,0,0,89.5,102.5,,,111.2,1048,38,35,34.5,5.53,4.86,16.78,1.04,8.98,269
631531,0.904,0.836,203,13.2,12.2,40.56,13.9,2422,13,0.958,0,0,90,103.5,,,111.2,1048,38,35,35,5.49,4.86,16.78,1.05,8.98,269
631608,0.904,0.836,203,13.2,12.2,40.19,13.9,2446,13,0.958,0,0,90.5,104,,,109.4,1048,38,35.5,36,5.5,4.91,17.4,1.05,8.98,269
631690,0.89,0.829,201,13,12.1,39.82,13.9,2456,13,0.958,0,0,90,104.5,,,109.4,1048,38,35.5,36,5.42,4.93,17.4,1.05,8.98,269
631768,0.87,0.822,201,12.7,12,39.82,13.9,2481,13,0.958,0,0,90.5,105.5,,,109.4,1048,38,36,37,5.44,4.88,17.4,1.05,9.77,269
631850,0.877,0.822,203,12.8,12,41.67,13.9,2505,14,0.958,0,0,91.5,106,,,107.6,1040,38,36.5,38,5.93,5.32,17.4,1.11,10.55,269
631948,0.877,0.836,203,12.8,12.2,44.25,13.9,2554,15,0.957,0,0,93.5,106.5,,,107.6,1048,38,37.5,38.5,6.49,5.76,18.02,1.13,10.94,269
632038,0.87,0.822,203,12.7,12,44.62,13.9,2569,15,0.957,0,0,94,107,,,105.8,1048,38,38,39,6.44,5.65,18.02,1.13,10.94,269
632120,0.842,0.808,201,12.3,11.8,44.62,13.9,2586,15,0.957,0,0,94.5,107.5,,,105.8,1048,38,38,39,6.47,5.72,18.02,1.13,10.94,269
632198,0.842,0.815,203,12.3,11.9,44.25,13.9,2617,15,0.957,0,0,95.5,108,,,105.8,1040,38,39,39.5,6.46,5.66,18.64,1.15,10.94,269
632280,0.842,0.815,203,12.3,11.9,44.25,13.8,2630,15,0.955,0,0,96,108.5,,,104,1040,38,39,40,6.52,5.74,18.64,1.13,10.94,269
632358,0.842,0.822,203,12.3,12,43.88,13.8,2671,15,0.955,0,0,97.5,109.5,,,104,1048,38,40,40.5,6.59,5.65,18.64,1.13,10.94,269
632440,0.822,0.815,203,12,11.9,43.51,13.8,2725,15,0.953,0,0,99.5,111,,,104,1048,38,41.5,41.5,6.68,5.75,19.26,1.11,10.94,269
632518,0.808,0.808,203,11.8,11.8,43.14,13.8,2717,15,0.953,0,0,99.5,110.5,,,104,1048,38,41,41.5,6.63,5.71,19.26,1.13,11.33,269
632600,0.801,0.801,201,11.7,11.7,44.25,13.8,2733,16,0.953,0,0,99.5,111,,,104,1048,38,41.5,41.5,6.94,5.96,19.26,1.19,12.5,269
632677,0.801,0.801,201,11.7,11.7,47.57,13.8,2779,18,0.95,0,0,102,112.5,,,102.2,1048,38,42,42,7.92,6.87,19.26,1.25,14.84,269
632759,0.801,0.795,203,11.7,11.6,52.73,13.8,2826,20,0.979,0,1,102.5,112.5,,,102.2,1040,38,41,40,8.48,7.46,19.88,1.33,17.19,269
632837,0.801,0.801,203,11.7,11.7,56.42,13.8,2869,20,0.979,0,1,103,111.5,,,102.2,1048,38,39.5,38.5,9.12,8.07,19.88,1.37,17.19,269
632927,0.788,0.801,201,11.5,11.7,56.06,13.8,2910,20,0.979,0,1,105.5,113,,,100.4,1048,38,39.5,39,9.1,7.87,20.51,1.37,17.19,269
633009,0.774,0.781,203,11.3,11.4,55.69,13.8,2959,20,0.979,0,1,108,114.5,,,100.4,1040,38,40,39.5,9.27,7.93,20.51,1.37,17.58,269
633087,0.767,0.774,203,11.2,11.3,56.06,13.8,2973,21,0.979,0,1,109,115,,,100.4,1040,38,40,39,9.36,7.99,21.13,1.39,17.58,269
633169,0.767,0.767,203,11.2,11.2,55.69,13.8,3029,21,0.979,0,1,111,116.5,,,98.6,1048,38,40,39,9.44,8.06,21.13,1.39,17.97,269
633247,0.753,0.76,203,11,11.1,54.95,13.8,3095,21,0.979,0,1,112.5,117.5,,,98.6,1048,38,40.5,39.5,9.4,8.01,21.75,1.39,17.97,269
633329,0.753,0.747,203,11,10.9,54.58,13.8,3095,21,0.979,0,1,112.5,117.5,,,98.6,1048,38,40.5,39.5,9.34,7.99,21.75,1.41,17.97,269
633407,0.76,0.747,203,11.1,10.9,52.73,13.8,3189,21,0.979,0,1,116,119.5,,,98.6,1048,38,41,40,9.34,8.01,22.37,1.41,17.97,269
633489,0.76,0.74,203,11.1,10.8,52,13.8,3267,21,0.979,0,1,118,121.5,,,96.8,1048,38,41.5,40,9.34,8.11,22.99,1.41,17.97,269
633571,0.753,0.726,203,11,10.6,51.63,13.8,3292,21,0.979,0,1,119.5,122.5,,,96.8,1048,38,41.5,40.5,9.38,8.2,22.99,1.39,17.97,269
633649,0.753,0.712,203,11,10.4,51.63,13.8,3349,21,0.979,0,1,120.5,123.5,,,96.8,1048,38,41.5,40.5,9.48,8.2,23.61,1.41,18.36,269
633731,0.747,0.705,203,10.9,10.3,51.63,13.8,3406,22,0.979,0,1,122,124.5,,,95,1048,38,42,40.5,9.7,8.5,24.23,1.45,19.53,269
633809,0.76,0.712,203,11.1,10.4,53.84,13.8,3459,24,0.979,0,1,120.5,123.5,,,95,1048,38,42,40.5,10.04,9.03,24.23,1.5,21.88,269
633891,0.774,0.74,203,11.3,10.8,55.69,13.8,3559,25,0.94,0,1,119.5,122.5,,,95,1048,38,42,40,10.81,10.09,24.85,1.58,22.27,269
633969,0.795,0.767,203,11.6,11.2,37.97,13.8,3624,14,0.94,0,0,119.5,119.5,,,95,1048,38,42,42,5.9,4.34,25.48,1.11,7.03,269
634059,0.753,0.747,203,11,10.9,19.52,13.8,3388,5,0.94,0,0,67,70.5,,,95,1048,38,40,40,0.96,0.96,25.48,0.76,0,269
634141,0.822,0.849,203,12,12.4,17.31,13.9,3272,5,0.94,0,0,69,71.5,,,95,1048,38,40,40,0,0,24.85,0.72,0,269
634218,0.856,0.925,203,12.5,13.5,17.31,13.8,3112,5,0.94,0,0,69,71.5,,,93.2,1048,38,40,40,0,0,24.85,0.72,0,269
634300,0.959,1.082,203,14,15.8,17.31,13.8,2955,5,0.94,0,0,70,71.5,,,93.2,1048,38,40,39.5,0,0,25.48,0.72,0,269
634378,1.219,1.219,203,17.8,17.8,16.94,13.8,2778,4,0.94,0,0,73.5,77.5,,,93.2,1048,38,39,39,0,0,24.85,0.72,0,269
634460,1.219,1.219,201,17.8,17.8,16.94,13.8,2634,4,0.94,0,0,72,77.5,,,93.2,1048,38,37.5,38,0,0,24.85,0.72,0,269
634550,1.219,1.219,203,17.8,17.8,16.94,13.8,2455,4,0.94,0,0,69.5,77,,,95,1040,38,35.5,36,0,0,24.85,0.7,0.78,269
634636,1.219,1.219,203,17.8,17.8,20.26,13.8,2301,6,0.94,0,0,70,80.5,,,95,1040,38,33,33,2.35,2.46,24.85,0.8,3.52,269
634718,1.219,1.219,201,17.8,17.8,23.58,13.9,2398,7,0.943,0,0,73.5,84,,,95,1048,38,34.5,34,2.87,2.73,24.23,0.82,3.91,269
634808,1.219,1.219,201,17.8,17.8,25.06,13.8,2411,8,0.945,0,0,77,89,,,95,1040,38,34.5,35,3.2,2.92,24.85,0.86,4.3,269
634890,1.089,1.11,203,15.9,16.2,27.27,13.9,2407,8,0.948,0,0,80.5,93,,,96.8,1040,38,34.5,35,3.56,3.19,24.23,0.86,4.3,269
634980,0.945,0.87,203,13.8,12.7,28.01,13.9,2447,8,0.948,0,0,83,95.5,,,96.8,1048,38,35,36,3.68,3.46,24.23,0.88,5.08,269
635058,0.89,0.822,203,13,12,29.49,13.9,2434,10,0.952,0,0,86,97.5,,,96.8,1048,38,35,36,4.09,3.66,24.85,0.92,6.25,269
635140,0.87,0.808,201,12.7,11.8,32.81,13.9,2358,10,0.955,0,0,85,97,,,98.6,1048,38,34.5,33.5,4.52,4.04,24.23,0.96,6.64,269
635218,0.863,0.795,203,12.6,11.6,33.18,13.9,2419,10,0.955,0,0,87,98.5,,,98.6,1040,38,34.5,35,4.53,4.03,24.23,0.98,6.64,269
635308,0.877,0.815,203,12.8,11.9,34.28,13.9,2422,11,0.957,0,0,87,99.5,,,98.6,1040,38,35,35.5,4.54,4.07,24.85,0.98,6.64,269
635390,0.884,0.801,203,12.9,11.7,34.28,13.9,2429,10,0.957,0,0,87,99.5,,,98.6,1048,38,35,35.5,4.56,4.03,24.85,0.98,6.64,269
635468,0.884,0.822,203,12.9,12,34.28,13.9,2446,10,0.957,0,0,87.5,100,,,98.6,1048,38,35,36,4.54,4.04,24.85,0.98,6.64,269
635558,0.884,0.822,203,12.9,12,34.28,13.8,2439,11,0.957,0,0,87.5,100,,,98.6,1048,38,35,36,4.52,4.08,24.85,0.98,6.64,269
635640,0.884,0.822,203,12.9,12,33.92,13.8,2466,11,0.957,0,0,88,100.5,,,98.6,1048,38,35.5,36.5,4.52,4.04,25.48,0.98,6.64,269
635718,0.884,0.822,203,12.9,12,33.92,13.8,2477,11,0.957,0,0,88.5,101,,,98.6,1048,38,35.5,37,4.54,4.02,25.48,0.98,6.64,269
635800,0.877,0.815,203,12.8,11.9,32.81,13.8,2489,9,0.955,0,0,88.5,101.5,,,98.6,1048,38,35.5,37.5,4.51,3.94,25.48,0.9,4.3,269
635877,0.884,0.815,203,12.9,11.9,25.43,13.8,2427,6,0.979,0,0,78,90,,,98.6,1048,38,35,36,2.45,2.06,25.48,0.78,1.56,269
635947,0.877,0.904,203,12.8,13.2,21,13.8,2417,5,0.979,0,0,69,80.5,,,98.6,1048,38,34.5,35,1.73,1.66,24.85,0.72,0,269
636029,0.884,0.856,203,12.9,12.5,19.16,13.8,2362,5,0.979,0,0,67.5,77.5,,,98.6,1048,38,34,34,1.72,1.53,25.48,0.74,0,269
636119,0.952,0.932,203,13.9,13.6,18.42,13.8,2474,5,0.979,0,0,66.5,75,,,98.6,1048,38,35,36,1.69,1.43,24.85,0.72,0,269
636197,0.979,0.973,203,14.3,14.2,18.05,13.8,2476,5,0.979,0,0,66,74.5,,,98.6,1048,38,35.5,36.5,1.71,1.55,25.48,0.72,0,269
636279,1.014,0.993,203,14.8,14.5,17.68,13.8,2476,4,0.979,0,0,68,75.5,,,98.6,1048,38,35.5,36.5,0,0,25.48,0.7,0,269
636369,1.171,1.151,203,17.1,16.8,17.31,13.8,2443,4,0.979,0,0,70,77.5,,,100.4,1048,38,35,35.5,0,0,24.85,0.72,0,269
636459,1.219,1.219,203,17.8,17.8,16.94,13.8,2419,4,0.979,0,0,70.5,77.5,,,100.4,1048,38,34.5,35,0,0,24.85,0.68,0,269
636541,1.219,1.219,203,17.8,17.8,16.57,13.8,2406,4,0.979,0,0,71.5,78,,,100.4,1048,38,34.5,35,0,0,24.85,0.7,0,269
636619,1.219,1.219,203,17.8,17.8,16.57,13.8,2390,4,0.979,0,0,71.5,78.5,,,102.2,1048,38,34,34.5,0,0,24.23,0.7,0,269
636701,1.219,1.219,201,17.8,17.8,16.57,13.8,2374,4,0.94,0,0,71.5,78.5,,,102.2,1048,38,34,34,0,0,24.23,0.7,0,269
636779,1.219,1.219,203,17.8,17.8,16.94,13.8,2366,4,0.94,0,0,71.5,78.5,,,102.2,1040,38,33.5,34,0,0,24.23,0.7,0,269
636860,1.219,1.219,203,17.8,17.8,16.94,13.8,2358,4,0.94,0,0,71.5,79,,,104,1040,38,33.5,33.5,0,0,24.23,0.7,0,269
636950,1.219,1.219,203,17.8,17.8,16.94,13.9,2352,4,0.94,0,0,71.5,79,,,104,1048,38,33.5,33.5,0,0,24.23,0.7,0,269
637041,1.219,1.219,203,17.8,17.8,16.94,13.9,2313,4,0.94,0,0,72,80,,,104,1048,38,33,33,0,0,23.61,0.68,0,269
637118,1.219,1.219,203,17.8,17.8,16.94,13.9,2301,4,0.94,0,0,72.5,80,,,104,1048,38,32.5,32.5,0,0,23.61,0.7,0,269
637200,1.219,1.219,201,17.8,17.8,16.94,13.9,2296,4,0.94,0,0,72.5,80,,,104,1048,38,32.5,32.5,0,0,23.61,0.7,0,269
637290,1.219,1.219,201,17.8,17.8,16.94,13.8,2270,4,0.94,0,0,72.5,80.5,,,104,1048,38,32,32,0,0,23.61,0.7,0,269
637381,1.219,1.219,203,17.8,17.8,16.94,13.8,2274,4,0.94,0,0,72.5,80.5,,,105.8,1040,38,32.5,32,0,0,22.99,0.7,0,269
637466,1.219,1.219,203,17.8,17.8,16.94,13.8,2252,4,0.94,0,0,73,81,,,105.8,1048,38,32,31.5,0,0,22.99,0.7,0,269
637548,1.219,1.219,203,17.8,17.8,17.31,13.8,2216,4,0.94,0,0,72.5,81,,,105.8,1048,38,31.5,31,0,0,22.99,0.7,0,269
637630,1.219,1.219,203,17.8,17.8,17.31,13.8,2204,4,0.94,0,0,72.5,81,,,107.6,1048,38,31,30.5,0,0,22.37,0.7,0,269
637708,1.219,1.219,203,17.8,17.8,17.31,13.8,2190,4,0.94,0,0,72.5,81,,,107.6,1048,38,31,30.5,0,0,22.37,0.68,0,269
637790,1.219,1.219,203,17.8,17.8,17.31,13.8,2175,4,0.94,0,0,72,80.5,,,107.6,1048,38,30.5,30,0,0,22.37,0.7,0,269
637868,1.219,1.219,203,17.8,17.8,17.31,13.8,2169,4,0.94,0,0,72,80.5,,,107.6,1048,38,30.5,30,0,0,22.37,0.7,0.78,269
637962,1.219,1.219,203,17.8,17.8,18.42,13.8,2156,5,0.94,0,0,71.5,80.5,,,107.6,1048,38,30.5,30,0,0,22.37,0.74,1.17,269
638040,1.219,1.219,203,17.8,17.8,20.26,13.8,2133,5,0.94,0,0,68.5,78.5,,,109.4,1048,38,30,29.5,0,0,21.75,0.76,1.56,269
638126,1.219,1.219,203,17.8,17.8,21.37,13.8,2132,6,0.941,0,0,69.5,80,,,109.4,1048,38,30,29,2.42,2.3,21.75,0.78,1.56,269
638208,1.219,1.219,203,17.8,17.8,22.48,13.8,2193,5,0.941,0,0,71.5,82.5,,,109.4,1048,38,31,30,2.51,2.48,21.75,0.76,1.56,269
638294,1.219,1.219,203,17.8,17.8,22.85,13.9,2156,6,0.941,0,0,71,82,,,109.4,1048,38,30.5,29.5,2.44,2.38,21.75,0.78,1.56,269
638380,1.219,1.219,203,17.8,17.8,23.22,13.9,2130,6,0.943,0,0,71,82,,,109.4,1048,38,30.5,29,2.47,2.43,21.75,0.76,1.56,269
638470,1.219,1.205,203,17.8,17.6,23.58,13.9,2095,6,0.943,0,0,70.5,82,,,109.4,1048,38,30,28.5,2.48,2.49,21.75,0.78,1.56,269
638548,1.096,1.123,203,16,16.4,23.95,13.9,2059,5,0.943,0,0,70.5,82,,,111.2,1048,38,29,28,2.52,2.48,21.75,0.76,1.56,269
638630,1.055,1.103,203,15.4,16.1,23.58,13.9,2143,5,0.943,0,0,71.5,82.5,,,111.2,1048,38,30.5,29,2.52,2.43,21.75,0.76,1.56,269
638708,1.068,1.014,203,15.6,14.8,23.22,13.9,2127,6,0.943,0,0,71,82.5,,,111.2,1048,38,30,29,2.46,2.41,21.75,0.76,1.56,269
638789,1.055,1.014,203,15.4,14.8,23.22,13.9,2120,6,0.943,0,0,71,82,,,111.2,1048,38,30,29,2.47,2.41,21.75,0.78,1.95,269
638867,1.007,0.979,203,14.7,14.3,23.95,13.9,2085,6,0.943,0,0,71,82.5,,,111.2,1048,38,29.5,28,2.56,2.53,21.13,0.8,2.73,269
638945,0.986,0.952,203,14.4,13.9,24.69,13.9,2113,6,0.945,0,0,72,84,,,111.2,1048,38,30,28.5,2.72,2.62,21.75,0.78,2.73,269
639019,0.973,0.932,203,14.2,13.6,24.32,13.9,2136,6,0.945,0,0,72,83.5,,,111.2,1048,38,30.5,29,2.68,2.56,21.75,0.78,2.73,269
639097,0.966,0.911,203,14.1,13.3,25.43,13.9,2103,7,0.945,0,0,72.5,83.5,,,111.2,1048,38,30,28.5,2.86,2.71,21.75,0.8,3.13,269
639171,0.966,0.945,203,14.1,13.8,26.54,13.9,2115,7,0.946,0,0,73,83.5,,,111.2,1048,38,30.5,28.5,3.03,2.74,21.75,0.82,3.52,269
639248,0.959,0.89,203,14,13,26.9,13.9,2137,7,0.948,0,0,74,84,,,111.2,1048,38,30.5,29,3.13,2.82,21.75,0.84,3.52,269
639330,0.966,0.884,203,14.1,12.9,27.64,13.9,2156,8,0.948,0,0,74.5,84.5,,,111.2,1048,38,31,29,3.17,2.95,21.75,0.84,3.91,269
639408,0.959,0.884,203,14,12.9,28.01,13.9,2184,8,0.948,0,0,75.5,86,,,111.2,1048,38,32,29.5,3.26,2.99,21.75,0.86,3.91,269
639490,0.952,0.877,203,13.9,12.8,28.75,13.9,2117,8,0.95,0,0,74.5,84,,,111.2,1048,38,31,28,3.26,2.98,21.75,0.86,5.08,269
639588,0.973,0.877,203,14.2,12.8,33.55,13.9,2117,10,0.953,0,0,80,86,,,111.2,1048,38,30.5,27.5,4.34,3.79,21.75,0.92,6.25,269
639670,0.979,0.863,203,14.3,12.6,35.76,13.9,2174,11,0.958,0,0,83.5,91,,,111.2,1048,38,31,28,4.91,4.27,21.75,0.98,7.81,269
639748,0.973,0.87,203,14.2,12.7,39.45,13.9,2191,12,0.958,0,0,86.5,96.5,,,111.2,1048,38,31.5,28,5.64,4.87,22.37,1.02,7.81,269
639830,0.952,0.849,203,13.9,12.4,40.93,13.9,2178,12,0.958,0,0,87,97,,,111.2,1048,38,31,28,5.67,4.98,22.37,1.04,8.98,269
639908,0.945,0.842,203,13.8,12.3,43.14,13.9,2216,13,0.958,0,0,86.5,98,,,111.2,1048,38,31.5,28,5.96,5.26,22.37,1.07,9.77,269
639990,0.925,0.822,203,13.5,12,46.46,13.9,2261,15,0.958,0,0,86,99,,,109.4,1048,38,32.5,29.5,6.41,5.72,22.99,1.11,11.33,269
640067,0.932,0.822,203,13.6,12,49.78,13.9,2275,16,0.958,0,0.75,85.5,99.5,,,109.4,1048,38,33,29,6.87,6.23,22.99,1.19,12.5,269
640158,0.938,0.842,203,13.7,12.3,53.1,13.8,2312,16,0.953,0,1,84.5,99,,,109.4,1048,38,33,30,7.23,6.5,23.61,1.19,12.89,269
640248,0.938,0.849,203,13.7,12.4,53.47,13.9,2344,16,0.953,0,1,85,99.5,,,107.6,1048,38,33.5,31,7.11,6.61,23.61,1.21,12.89,269
640330,0.918,0.849,203,13.4,12.4,53.1,13.9,2383,16,0.953,0,1,85.5,100.5,,,107.6,1048,38,34,32.5,7.1,6.42,24.23,1.21,12.89,269
640411,0.911,0.849,203,13.3,12.4,52,13.9,2412,16,0.955,0,1,86,101.5,,,107.6,1048,38,35,33.5,6.96,6.44,24.85,1.21,12.89,269
640489,0.911,0.849,203,13.3,12.4,52,13.9,2440,16,0.955,0,1,87,102.5,,,107.6,1048,38,35.5,34,7.03,6.46,24.85,1.21,12.89,269
640567,0.897,0.842,203,13.1,12.3,51.26,13.9,2478,16,0.957,0,1,87,103,,,105.8,1048,38,36,35.5,6.91,6.37,24.85,1.21,12.5,269
640649,0.884,0.836,203,12.9,12.2,47.94,13.9,2509,15,0.958,0,0,90,104.5,,,104,1048,38,37,38,6.62,5.99,25.48,1.17,10.94,269
640727,0.87,0.808,203,12.7,11.8,44.62,13.9,2523,14,0.958,0,0,92,106,,,104,1048,38,37,38,6.04,5.52,25.48,1.11,10.16,269
640809,0.842,0.808,203,12.3,11.8,42.4,13.9,2545,14,0.958,0,0,93,107,,,104,1048,38,37.5,38.5,5.9,5.16,26.1,1.09,9.77,269
640899,0.849,0.801,203,12.4,11.7,40.19,13.9,2554,13,0.958,0,0,93.5,107,,,104,1048,38,37.5,38.5,5.61,4.95,26.1,1.07,8.98,269
640997,0.856,0.801,203,12.5,11.7,35.02,13.9,2587,10,0.958,0,0,91.5,103.5,,,104,1048,38,38,39,4.55,4.03,26.1,0.98,6.64,269
641079,0.829,0.808,203,12.1,11.8,32.07,13.9,2573,10,0.953,0,0,89.5,103.5,,,102.2,1048,38,37.5,39,4.18,3.84,26.1,0.94,6.25,269
641157,0.842,0.795,203,12.3,11.6,31.33,13.9,2607,10,0.953,0,0,90,103.5,,,102.2,1048,38,38.5,39.5,4.17,3.81,26.72,0.96,6.25,269
641247,0.842,0.801,203,12.3,11.7,30.6,13.9,2626,10,0.952,0,0,90,103,,,102.2,1048,38,39,40,4.15,3.76,26.72,0.96,6.25,269
641329,0.822,0.795,203,12,11.6,30.6,13.9,2617,10,0.952,0,0,90,103.5,,,100.4,1048,38,38.5,39.5,4.21,3.78,26.72,0.94,6.25,269
641407,0.836,0.795,203,12.2,11.6,30.96,13.9,2620,10,0.952,0,0,90,103,,,100.4,1048,38,38.5,40,4.22,3.8,26.72,0.96,6.25,269
641476,0.822,0.788,203,12,11.5,30.6,13.9,2628,10,0.952,0,0,90,103.5,,,100.4,1048,38,39,40,4.2,3.82,26.72,0.94,5.86,269
